title,price,url,scrape_date,tech_Brand,tech_Manufacturer,tech_Series,tech_Colour,tech_Form Factor,tech_Standing screen display size,tech_Screen Resolution,tech_Resolution,tech_Package Dimensions,tech_Batteries,tech_Item model number,tech_Processor Brand,tech_Processor Type,tech_Processor Speed,tech_Processor Count,tech_Memory Technology,tech_Maximum Memory Supported,tech_Hard Disk Description,tech_Hard Drive Interface,tech_Audio Details,tech_Graphics Chipset Brand,tech_Graphics Card Description,tech_Graphics RAM Type,tech_Graphics Card Interface,tech_Connectivity Type,tech_Operating System,tech_Are Batteries Included,tech_Lithium Battery Energy Content,tech_Lithium Battery Weight,tech_Number of Lithium Ion Cells,tech_Number of Lithium Metal Cells,tech_Included Components,tech_Country of Origin,tech_Item Weight,info_ASIN,info_Best Sellers Rank,info_Date First Available,info_Packer,info_Importer,info_Net Quantity,info_Generic Name,tech_Item Height,tech_Item Width,tech_Product Dimensions,tech_Hard Drive Size,tech_Optical Drive Type,info_Customer Reviews,info_Item Dimensions LxWxH,tech_RAM Size,tech_Computer Memory Type,tech_Memory Clock Speed,tech_Speaker Description,tech_Graphics Coprocessor,tech_Graphics Card Ram Size,tech_Wireless Type,tech_Number of USB 3.0 Ports,tech_Voltage,tech_Average Battery Life (in hours),tech_Front Webcam Resolution,tech_Power Source,tech_Number of USB 2.0 Ports,tech_Number of HDMI Ports,tech_Number of Ethernet Ports,tech_Model,tech_Model Name,tech_Model Year,tech_Memory Storage Capacity,tech_Memory Slots Available,tech_Flash Memory Installed Size,tech_Ram Memory Installed Size,tech_RAM memory maximum size,tech_Ram Memory Technology,tech_Processor model number,tech_Hardware Platform,tech_Hardware Interface,tech_Special Features,tech_Chipset Type,tech_Mounting Hardware,tech_Number of items,tech_Software included,tech_Display Technology,tech_Display Type,tech_Audio Output Type,tech_Wattage,tech_Battery Average Life,tech_Batteries Included,tech_Batteries Required,tech_Battery cell composition,tech_Refresh Rate,tech_Total USB ports,tech_Keyboard Description,tech_Connector Type,tech_Device type,tech_ASIN,info_Manufacturer,info_Item Weight,info_Included Components,tech_Hard Disk Rotational Speed,tech_Average Battery Standby Life (in hours),tech_Rear Webcam Resolution,tech_Number of Audio-out Ports,tech_Processor Socket
"ASUS TUF Gaming F15, Intel Core i7 12700H 12th Gen, 15.6-inch FHD 144Hz, Gaming Laptop (16GB/512GB SSD/NVIDIA GeForce RTX 3050/Windows 11/90WHr/Jaeger Gray/2.2 Kg), FX577ZC-HN193W","74,990",https://www.amazon.in/ASUS-15-6-inch-GeForce-Windows-FX577ZC-HN193W/dp/B0D5DB77RT/ref=sr_1_368?dib=eyJ2IjoiMSJ9.liatbfqSUa0DCx0hmZVTt8HNVrXWe-47hy5_w88ijVca4KteMb89o5ugPlsYkmYTGA9pIEFb_Pl0aXUwAw4i8SSHy-yUnIigExX7179xclnaTfSaEerdKGY61Uf8QAUOAF8QLdBFzLPXB_78uScJGFA2v0copwxa0Cfd4a6FQkIT37yImiRP_0mHXvsnQESX0YYxmMkq7YkLNejK_oR2ghAjqzuWmKnY2oFyKbQJwq4N5BZfUG7fzttogdSkXricuq9MtEQj0olgncEdvz4Ov_mcxZ0pnTP_CMvbsVQdr8Xy0mUgPIAmRQ9gPXQkTm83M98fz-FKwMECPiqmW08y_oCvY7tpcZPlNopDIUuQqGA.l94Oen4zbSJTpTJJo6u50Me9L6Qd3ql3tf3VOwgKRwg&dib_tag=se&qid=1737563975&s=computers&sr=1-368&xpid=TXeoTC7BKWJe3,22-01-2025 22:28,ASUS,ASUS,TUF Gaming F15,Jaeger Gray,Ultra-Portable,15.6 Inches,1920 x 1080 pixel,1920 x 1080 Pixels,,1 Lithium Ion batteries required. (included),FX577ZC-HN193W,Intel,Intel Core i7,2.3 GHz,14,DDR4,32 GB,SSD,,Headphones,Intel,Dedicated,GDDR6,PCI Express,"Bluetooth, Wi-Fi",Windows 11 Home,Yes,,,4,,"Laptop, Adapter & User Manuals",,3 kg 740 g,B0D5DB77RT,"#17,370 in Computers & Accessories (See Top 100 in Computers & Accessories)
#501 in Traditional Laptops",28-May-24,"TECH FRONT ( CHONGQING) Computer Co. Ltd, NO 18 , Zongbao Road, Shapingba Dist,Chongquing, China","ASUS INDIA PRIVATE LIMITED, 402, Supreme chambers, 17/18, Shah Industrial Estate, Veera Desai Road, Andheri (West), Mumbai 400053, India",1 Count,Laptop,43 Centimeters,31.3 Centimeters,10.4 x 31.3 x 43 cm; 3.74 kg,512 GB,No Optical Storage,"3.1
9 ratings
3.1 out of 5 stars",10.4 x 31.3 x 43 Centimeters,16,DDR4 SDRAM,,Dolby Atoms,NVIDIA GeForce RTX 3050,4 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lenovo ThinkPad E14 Intel Core i5 13th Gen 14"" WUXGA IPS 300 Nits Thin and Light Laptop (16GB RAM/1TB SSD/Windows 11 Home/Backlit Keyboard/FPR/Black/1Y Onsite/1.41 kg), 21JKS0X900","74,990",https://www.amazon.in/Lenovo-ThinkPad-Windows-Keyboard-21JKS0X900/dp/B0CVQRJQ5P/ref=sr_1_369?dib=eyJ2IjoiMSJ9.liatbfqSUa0DCx0hmZVTt8HNVrXWe-47hy5_w88ijVca4KteMb89o5ugPlsYkmYTGA9pIEFb_Pl0aXUwAw4i8SSHy-yUnIigExX7179xclnaTfSaEerdKGY61Uf8QAUOAF8QLdBFzLPXB_78uScJGFA2v0copwxa0Cfd4a6FQkIT37yImiRP_0mHXvsnQESX0YYxmMkq7YkLNejK_oR2ghAjqzuWmKnY2oFyKbQJwq4N5BZfUG7fzttogdSkXricuq9MtEQj0olgncEdvz4Ov_mcxZ0pnTP_CMvbsVQdr8Xy0mUgPIAmRQ9gPXQkTm83M98fz-FKwMECPiqmW08y_oCvY7tpcZPlNopDIUuQqGA.l94Oen4zbSJTpTJJo6u50Me9L6Qd3ql3tf3VOwgKRwg&dib_tag=se&qid=1737563975&s=computers&sr=1-369&xpid=TXeoTC7BKWJe3,22-01-2025 22:28,Lenovo,Lenovo,E14 Gen5,Black,Laptop,14 Inches,1920 x 1200 pixels,,45 x 30.4 x 8 cm; 1.41 kg,1 Lithium Polymer batteries required. (included),,Intel,Core i5,1.3 GHz,1,DDR4,40 GB,SSD,,"Headphones, Speakers",Intel,Integrated,Shared,Integrated,Wi-Fi,Windows 11 Home,Yes,47 Watt Hours,,3,,"Laptop, User manual, Adapter,,,,,,,,,,,,,,,,,,,",India,1 kg 410 g,B0CVQRJQ5P,"#22,958 in Computers & Accessories (See Top 100 in Computers & Accessories)
#645 in Traditional Laptops",15-Feb-24,"Lenovo India Pvt Ltd RSNO 19/1A,2A Edayar Palayam village Cuddalore Main Road Thavalakuppam.Pondicherry-605007","Lenovo India Pvt Ltd, RBD Icon, 2nd Floor, Doddenekundi, Marathaalli Outer Ring Road, Bangalore, India 560037",1 Count,Laptop,,,,,No Optical Drive,"3.5
4 ratings
3.5 out of 5 stars",,16 GB,,3200 MHz,,,,,,230 Volts,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lenovo IdeaPad Slim 3 13th Gen Intel Core i3 15.6"" (39.6cm) FHD Laptop (8GB/512GB SSD/Win 11/Office 2021/1 Year Warranty/Alexa Built-in/3 Month Game Pass/Arctic Grey/1.62Kg), 82X70034IN","37,990",https://www.amazon.in/Lenovo-IdeaPad-39-6cm-Warranty-82X70034IN/dp/B0C9JC8XDB/ref=sr_1_370?dib=eyJ2IjoiMSJ9.liatbfqSUa0DCx0hmZVTt8HNVrXWe-47hy5_w88ijVca4KteMb89o5ugPlsYkmYTGA9pIEFb_Pl0aXUwAw4i8SSHy-yUnIigExX7179xclnaTfSaEerdKGY61Uf8QAUOAF8QLdBFzLPXB_78uScJGFA2v0copwxa0Cfd4a6FQkIT37yImiRP_0mHXvsnQESX0YYxmMkq7YkLNejK_oR2ghAjqzuWmKnY2oFyKbQJwq4N5BZfUG7fzttogdSkXricuq9MtEQj0olgncEdvz4Ov_mcxZ0pnTP_CMvbsVQdr8Xy0mUgPIAmRQ9gPXQkTm83M98fz-FKwMECPiqmW08y_oCvY7tpcZPlNopDIUuQqGA.l94Oen4zbSJTpTJJo6u50Me9L6Qd3ql3tf3VOwgKRwg&dib_tag=se&qid=1737563975&s=computers&sr=1-370&xpid=TXeoTC7BKWJe3,22-01-2025 22:28,Lenovo,Lenovo,IdeaPad Slim 3 15IRU8,Arctic Grey,Thin & Light,15.6 Inches,1920 x 1080 pixel,1920 x 1080 Pixels,48.4 x 41.1 x 7.4 cm; 1.62 kg,1 Lithium Polymer batteries required. (included),,Intel,Intel Core i3,1.6 GHz,5,Lpddr 5,8 GB,SSD,PCIE x 4,"Headphones, Speakers",Intel,Integrated,Shared,Integrated,Wi-Fi,Windows 11 Home,Yes,47 Watt Hours,,4,,Laptop,,1 kg 620 g,B0C9JC8XDB,"#16,322 in Computers & Accessories (See Top 100 in Computers & Accessories)
#471 in Traditional Laptops",14-Jul-23,"One of the below: Hefei Bitland Information Technology Co.,Ltd - No.4088 Jiuxiu Road National Hefei economic & technology development area Hefei Anhui China LCFC（Hefei) Electronics Technology Co., Ltd. - NO.1-3188,YUNGU ROAD, HEFEI EXPORT PROCESSING ZONE. ANHUI PROVINCE,CHINA Tech-Com(Shanghai) Computer Co Ltd - No.6 Ln.58,San-Zhuang Rd., Songjiang EPZ ShangHai, China Wistron InfoComm (Kunshan) Co.Ltd - 168# First Avenue, Kunshan Export Processing Zone, Kunshan, Jiangsu, China Compal information technology (kunshan) CO., LTD. - Address: No. 58, the 1st street, Kunshan Export Processing Zone, Jiangsu, P.R.O.C. CHINA Kunshan Hichain storage Co. Ltd - No. 88 Xinxiang Road Avenue Kunshan CBZ Wujiang Hichain warehousing LTD - No.2088 Pangjin road, Wujiang economic development area, Jiangsu, China","Lenovo (India) Private Limited, RBD Icon, Level 2, Doddenakundi Village, Marathahalli Outer Ring Road, K. R. Puram Hobli, Bangalore 560037, Karnataka, India",1 Piece,Laptop,,,,512 GB,No Optical Drive,,,8 GB,DDR5 RAM,,"User-facing stereo speakers, 1.5W x2, optimized with Dolby Audio",Intel UHD Graphics,,,3,,12 Hours,,Battery Powered,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HP Pavilion x360, 13th Gen Intel Core i5-1335U, 16GB DDR4, 1TB SSD, (Win11, Office21, Rose Gold,1.41kg), Touchscreen, IPS, 14inch(35.6cm) FHD Laptop, Intel Iris Xe Graphics, 5MP Camera, Pen, ek1009TU","82,990",https://www.amazon.in/HP-Pavilion-i5-1335U-Graphics-14-ek1009TU/dp/B0BRTBVSHS/ref=sr_1_361?dib=eyJ2IjoiMSJ9.liatbfqSUa0DCx0hmZVTt8HNVrXWe-47hy5_w88ijVca4KteMb89o5ugPlsYkmYTGA9pIEFb_Pl0aXUwAw4i8SSHy-yUnIigExX7179xclnaTfSaEerdKGY61Uf8QAUOAF8QLdBFzLPXB_78uScJGFA2v0copwxa0Cfd4a6FQkIT37yImiRP_0mHXvsnQESX0YYxmMkq7YkLNejK_oR2ghAjqzuWmKnY2oFyKbQJwq4N5BZfUG7fzttogdSkXricuq9MtEQj0olgncEdvz4Ov_mcxZ0pnTP_CMvbsVQdr8Xy0mUgPIAmRQ9gPXQkTm83M98fz-FKwMECPiqmW08y_oCvY7tpcZPlNopDIUuQqGA.l94Oen4zbSJTpTJJo6u50Me9L6Qd3ql3tf3VOwgKRwg&dib_tag=se&qid=1737563975&s=computers&sr=1-361&xpid=TXeoTC7BKWJe3,22-01-2025 22:28,HP,HP,14-ek1009TU,Pale Rose Gold,Convertible,35.6 Centimetres,1920 x 1080 pixel,1920 x 1080 Pixels,,1 Lithium Ion batteries required. (included),14-ek1009TU,Intel,Core i5,4.6 GHz,1,DDR4,16 GB,SSD,,Headphones,Intel,Integrated,VRAM,Integrated,"Bluetooth, Wi-Fi",Windows 11 Home,Yes,43 Watt Hours,,3,,"Laptop, Power Adapter, User Manual",China,1 kg 410 g,B0BRTBVSHS,"#20,782 in Computers & Accessories (See Top 100 in Computers & Accessories)
#15 in 2 in 1 Laptops",06-Jan-23,HP India Sales Pvt. Ltd.,HP India Sales Pvt. Ltd.,1 Count,Laptop,17 Millimeters,21.6 Centimeters,32.5 x 21.6 x 1.7 cm; 1.41 kg,1 TB,,"3.9
40 ratings
3.9 out of 5 stars",32.5 x 21.6 x 1.7 Centimeters,16 GB,,,"Audio by B&O, Dual speakers",Intel Iris Xe Graphics,,,2,11.1 Volts,,,,,1,,,,,,,,,,,,PC,,,,,,,,,,,,,,,,,,,,,,,,,,5 MP,,
"Lenovo V14 Intel Core i5 12th Gen 14""(35.56cm) FHD (1920x1080) Antiglare 250 Nits Thin and Light Laptop (8GB RAM/512GB SSD/Windows 11 Home/Iron Grey/1.43 kg),","35,970",https://www.amazon.in/Lenovo-35-56cm-1920x1080-Antiglare-82TSA0CWIH/dp/B0CWRP5P1M/ref=sr_1_362?dib=eyJ2IjoiMSJ9.liatbfqSUa0DCx0hmZVTt8HNVrXWe-47hy5_w88ijVca4KteMb89o5ugPlsYkmYTGA9pIEFb_Pl0aXUwAw4i8SSHy-yUnIigExX7179xclnaTfSaEerdKGY61Uf8QAUOAF8QLdBFzLPXB_78uScJGFA2v0copwxa0Cfd4a6FQkIT37yImiRP_0mHXvsnQESX0YYxmMkq7YkLNejK_oR2ghAjqzuWmKnY2oFyKbQJwq4N5BZfUG7fzttogdSkXricuq9MtEQj0olgncEdvz4Ov_mcxZ0pnTP_CMvbsVQdr8Xy0mUgPIAmRQ9gPXQkTm83M98fz-FKwMECPiqmW08y_oCvY7tpcZPlNopDIUuQqGA.l94Oen4zbSJTpTJJo6u50Me9L6Qd3ql3tf3VOwgKRwg&dib_tag=se&qid=1737563975&s=computers&sr=1-362&xpid=TXeoTC7BKWJe3,22-01-2025 22:28,Lenovo,Lenovo,Lenovo V14,Iron Grey,Laptop,14 Inches,1920 x 1080 pixel,1920 x 1080 Pixels,,1 Lithium Polymer batteries required. (included),Lenovo V14 82TSA0CWIH,Intel,Core i5-1235U,1.3,1,DDR4,8 GB,SSD,USB,Headphones,Intel,Integrated,Shared,Integrated,Wi-Fi,Windows 11 Home,Yes,38 Watt Hours,,2,,"Laptop, User manual, Adapter",,2 kg 200 g,B0CWRP5P1M,"#24,444 in Computers & Accessories (See Top 100 in Computers & Accessories)
#678 in Traditional Laptops",29-Feb-24,"Lenovo India Pvt Ltd, RSNO 19/1A,2A Edayar Palayam village, Cuddalore Main Road, Thavalakuppam.Pondicherry-605007","Lenovo India Pvt Ltd, RBD Icon, 2nd Floor, Doddenekundi, Marathaalli Outer Ring Road, Bangalore, India 560037",1 Count,Laptop,48.1 Centimeters,29.7 Centimeters,7.2 x 29.7 x 48.1 cm; 2.2 kg,512 GB,No Optical Drive,"3.5
12 ratings
3.5 out of 5 stars",7.2 x 29.7 x 48.1 Centimeters,8,,3200 MHz,,Intel Iris Xe Graphics,,Bluetooth,,9.5 Volts,5.8 Hours,,,1,1,,,,,,,,,,,,,,,,,,,,,,65 Watts,,,,,,,,,,,,,,,,,,
"(Refurbished) HP Elitebook 745 G5| AMD Ryzen 5 Pro 2500U Laptop ( 16 GB DDR4 RAM | 512 GB SSD | 14"" (35.6 cm) HD | Windows 11 | MS Office | WiFi | BT | Webcam | AMD Radeon Graphics)","22,999",https://www.amazon.in/Refurbished-HP-Ryzen-Pro-2500U/dp/B0DK1V3QDK/ref=sr_1_363?dib=eyJ2IjoiMSJ9.liatbfqSUa0DCx0hmZVTt8HNVrXWe-47hy5_w88ijVca4KteMb89o5ugPlsYkmYTGA9pIEFb_Pl0aXUwAw4i8SSHy-yUnIigExX7179xclnaTfSaEerdKGY61Uf8QAUOAF8QLdBFzLPXB_78uScJGFA2v0copwxa0Cfd4a6FQkIT37yImiRP_0mHXvsnQESX0YYxmMkq7YkLNejK_oR2ghAjqzuWmKnY2oFyKbQJwq4N5BZfUG7fzttogdSkXricuq9MtEQj0olgncEdvz4Ov_mcxZ0pnTP_CMvbsVQdr8Xy0mUgPIAmRQ9gPXQkTm83M98fz-FKwMECPiqmW08y_oCvY7tpcZPlNopDIUuQqGA.l94Oen4zbSJTpTJJo6u50Me9L6Qd3ql3tf3VOwgKRwg&dib_tag=se&qid=1737563975&s=computers&sr=1-363&xpid=TXeoTC7BKWJe3,22-01-2025 22:28,HP,HP,Elitebook 745 G5,,Clamshell,,1920 x 1080 pixels,1920x1080,53.7 x 33.29 x 9.2 cm; 2 kg,1 Lithium Ion batteries required.,Ryzen 5 Pro 2500U,AMD,Ryzen 5 2500U,2 GHz,1,DDR4,16 GB,SSD,Solid State,,,Integrated,,,"Bluetooth, Wi-Fi",Windows,,2.6 Watt Hours,,3,,,,2 kg,B0DK1V3QDK,"#17,620 in Computers & Accessories (See Top 100 in Computers & Accessories)
#12 in Mega Offers on Renewed products
#58 in Renewed Black Friday and Cyber Monday Sale
#511 in Traditional Laptops",14-Oct-24,,,,,,,,512 GB,,"3.3
31 ratings
3.3 out of 5 stars",,,DDR4 SDRAM,,,AMD Radeon Graphics,,,,,,,,,,,,,,,,,,,,,Windows,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(Refurbished) HP Elitebook Laptop 840G5 Intel Core i5 - 8350u Processor 8th Gen, 8 GB Ram & 256 GB SSD, 14.1 Inches (Ultra Slim & Feather Light 1.54KG) Notebook Computer","24,990",https://www.amazon.in/Renewed-HP-Elitebook-Laptop-840G5/dp/B0BFRMBB32/ref=sr_1_364?dib=eyJ2IjoiMSJ9.liatbfqSUa0DCx0hmZVTt8HNVrXWe-47hy5_w88ijVca4KteMb89o5ugPlsYkmYTGA9pIEFb_Pl0aXUwAw4i8SSHy-yUnIigExX7179xclnaTfSaEerdKGY61Uf8QAUOAF8QLdBFzLPXB_78uScJGFA2v0copwxa0Cfd4a6FQkIT37yImiRP_0mHXvsnQESX0YYxmMkq7YkLNejK_oR2ghAjqzuWmKnY2oFyKbQJwq4N5BZfUG7fzttogdSkXricuq9MtEQj0olgncEdvz4Ov_mcxZ0pnTP_CMvbsVQdr8Xy0mUgPIAmRQ9gPXQkTm83M98fz-FKwMECPiqmW08y_oCvY7tpcZPlNopDIUuQqGA.l94Oen4zbSJTpTJJo6u50Me9L6Qd3ql3tf3VOwgKRwg&dib_tag=se&qid=1737563975&s=computers&sr=1-364&xpid=TXeoTC7BKWJe3,22-01-2025 22:28,HP,HP,840G5-cr,,Notebook,14.1 Inches,1366x768,1920 x 1080 Pixels,53.5 x 35.29 x 9.3 cm; 1.54 kg,1 AAA batteries required.,840G5-i5-8-256-cr,Intel,Core i5 8250U,1.7 GHz,1,DDR4,8 GB,SSD,,Headphones,Intel,Integrated,DDR SDRAM,Integrated,Wi-Fi,Windows 10 Pro,No,,,20,,"Laptop, Charger",,1 kg 540 g,B0BFRMBB32,"#15,230 in Computers & Accessories (See Top 100 in Computers & Accessories)
#447 in Traditional Laptops",19-Sep-22,"IT Refurb India, Navimumbai",,1.00 count,notebook,,,,256 GB,No Optical Drive,"3.4
10 ratings
3.4 out of 5 stars",,8 GB,,,,,,,2,,,,Battery Powered,,,,,,,,,,,,,,Windows,,,,,,,,,,,,,,,,,,,,,,,,5400 RPM,,,,
"(Renewed) Lenovo ThinkPad T470 7th Gen Intel Core i5 Thin & Light HD Touchscreen Laptop (8 GB DDR4 RAM/256 GB SSD/14"" (35.6 cm) HD/Windows 11/MS Office/WiFi/Bluetooth 4.1/Webcam/Intel Graphics)","16,778",https://www.amazon.in/Refurbished-Lenovo-ThinkPad-Touchscreen-Bluetooth/dp/B0CBKT2ZMQ/ref=sr_1_365?dib=eyJ2IjoiMSJ9.liatbfqSUa0DCx0hmZVTt8HNVrXWe-47hy5_w88ijVca4KteMb89o5ugPlsYkmYTGA9pIEFb_Pl0aXUwAw4i8SSHy-yUnIigExX7179xclnaTfSaEerdKGY61Uf8QAUOAF8QLdBFzLPXB_78uScJGFA2v0copwxa0Cfd4a6FQkIT37yImiRP_0mHXvsnQESX0YYxmMkq7YkLNejK_oR2ghAjqzuWmKnY2oFyKbQJwq4N5BZfUG7fzttogdSkXricuq9MtEQj0olgncEdvz4Ov_mcxZ0pnTP_CMvbsVQdr8Xy0mUgPIAmRQ9gPXQkTm83M98fz-FKwMECPiqmW08y_oCvY7tpcZPlNopDIUuQqGA.l94Oen4zbSJTpTJJo6u50Me9L6Qd3ql3tf3VOwgKRwg&dib_tag=se&qid=1737563975&s=computers&sr=1-365&xpid=TXeoTC7BKWJe3,22-01-2025 22:28,Lenovo,Lenovo,Lenovo ThinkPad,black,Laptop,14 Inches,1366 x 768,1366 x 768 Pixels,48.29 x 30.6 x 6.5 cm; 1.61 kg,1 Lithium Ion batteries required. (included),Lenovo ThinkPad,Intel,Intel Core i5,2.5 GHz,1,DDR4,16 GB,SSD,USB,Headphones,Intel,Integrated,Shared,Integrated,"Bluetooth, Wi-Fi",Windows,Yes,55 Watt Hours,50 Grams,3,,"Laptop, Power Cord, Battery",India,1 kg 610 g,B0CBKT2ZMQ,"#18,829 in Computers & Accessories (See Top 100 in Computers & Accessories)
#546 in Traditional Laptops",10-Jul-23,"COREPACK SOLUTIONS LLP . 407 Goverdhan Building , NehruPlace , New Delhi 110019 Ph 9999873585",,1.00 count,"(Refurbished) Lenovo ThinkPad T470 7th Gen Intel Core i5 Thin & Light HD Touchscreen Laptop (16 GB DDR4 RAM/256 GB SSD/14"" (35.6 cm) HD/Windows 11/MS Office/WiFi/Bluetooth 4.1/Webcam/Intel Graphics)",,,,256 GB,,"3.3
329 ratings
3.3 out of 5 stars",,8 GB,,,,Intel HD Graphics 620,8 GB,Bluetooth,3,,,,ac,,1,,,,,,,,,,,,Windows,,,,,,,,,,,,,,,,,,,,,,,,5400 RPM,,,,
"Lenovo Yoga Slim 6 Intel Core i7 13700H 14""(35.5cm)WUXGA OLED 400Nit Laptop(16GB/512GB SSD/60Hz Refresh/Win 11/Office 2021/Backlit KB/1Yr Warranty/Alexa/3 month Game Pass/Storm Grey/1.35Kg),83E00007IN","89,990",https://www.amazon.in/Lenovo-13700H-Backlit-Warranty-83E00007IN/dp/B0CGM3D323/ref=sr_1_366?dib=eyJ2IjoiMSJ9.liatbfqSUa0DCx0hmZVTt8HNVrXWe-47hy5_w88ijVca4KteMb89o5ugPlsYkmYTGA9pIEFb_Pl0aXUwAw4i8SSHy-yUnIigExX7179xclnaTfSaEerdKGY61Uf8QAUOAF8QLdBFzLPXB_78uScJGFA2v0copwxa0Cfd4a6FQkIT37yImiRP_0mHXvsnQESX0YYxmMkq7YkLNejK_oR2ghAjqzuWmKnY2oFyKbQJwq4N5BZfUG7fzttogdSkXricuq9MtEQj0olgncEdvz4Ov_mcxZ0pnTP_CMvbsVQdr8Xy0mUgPIAmRQ9gPXQkTm83M98fz-FKwMECPiqmW08y_oCvY7tpcZPlNopDIUuQqGA.l94Oen4zbSJTpTJJo6u50Me9L6Qd3ql3tf3VOwgKRwg&dib_tag=se&qid=1737563975&s=computers&sr=1-366&xpid=TXeoTC7BKWJe3,22-01-2025 22:28,Lenovo,Lenovo,Yoga Slim 6 14IRH8,Storm Grey,Clamshell,14 Inches,1920 x 1080 pixel,1920 x 1200 Pixels,,1 Lithium Ion batteries required. (included),83E00007IN,Intel,Intel Core i7,2.4 GHz,14,Lpddr 5,16 GB,SSD,PCIE x 4,"Headphones, Speakers",Intel,Integrated,Shared,Integrated,Wi-Fi,Windows 11 Home,Yes,65 Watt Hours,,4,,"Laptop, User guide, Adapter",China,1 kg 350 g,B0CGM3D323,"#14,052 in Computers & Accessories (See Top 100 in Computers & Accessories)
#423 in Traditional Laptops",25-Aug-23,"One of the below: Hefei Bitland Information Technology Co.,Ltd - No.4088 Jiuxiu Road National Hefei economic & technology development area Hefei Anhui China LCFC（Hefei) Electronics Technology Co., Ltd. - NO.1-3188,YUNGU ROAD, HEFEI EXPORT PROCESSING ZONE. ANHUI PROVINCE,CHINA Tech-Com(Shanghai) Computer Co Ltd - No.6 Ln.58,San-Zhuang Rd., Songjiang EPZ ShangHai, China Wistron InfoComm (Kunshan) Co.Ltd - 168# First Avenue, Kunshan Export Processing Zone, Kunshan, Jiangsu, China Compal information technology (kunshan) CO., LTD. - Address: No. 58, the 1st street, Kunshan Export Processing Zone, Jiangsu, P.R.O.C. CHINA Kunshan Hichain storage Co. Ltd - No. 88 Xinxiang Road Avenue Kunshan CBZ Wujiang Hichain warehousing LTD - No.2088 Pangjin road, Wujiang economic development area, Jiangsu, China","Lenovo (India) Private Limited, RBD Icon, Level 2, Doddenakundi Village, Marathahalli Outer Ring Road, K. R. Puram Hobli, Bangalore 560037, Karnataka, India",1 Piece,Laptop,45.1 Centimeters,6.7 Centimeters,45.1 x 6.7 x 45.1 cm; 1.35 kg,512 GB,No Optical Drive,"3.4
16 ratings
3.4 out of 5 stars",45.1 x 6.7 x 45.1 Centimeters,16 GB,DDR5 RAM,,"Stereo speakers, 2W x2, optimized with Dolby Atmos",Intel Iris Xe Graphics,,,1,65 Volts,10 Hours,1080 Pixels,Battery Powered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dell Inspiron 5630 13th Gen Laptop, Intel Core i5-1340P Processor/16Gb LPDDR5/512GB /16.0"" (40.64cm) FHD+ WVA AG 250 nits/Backlit KB + FPR/Windows 11+ MSO'21/McAfee 15 Months/Platinum Silver/1.85kg","64,490",https://www.amazon.in/Dell-Inspiron-i5-1340P-Processor-Platinum/dp/B0C14363BM/ref=sr_1_367?dib=eyJ2IjoiMSJ9.liatbfqSUa0DCx0hmZVTt8HNVrXWe-47hy5_w88ijVca4KteMb89o5ugPlsYkmYTGA9pIEFb_Pl0aXUwAw4i8SSHy-yUnIigExX7179xclnaTfSaEerdKGY61Uf8QAUOAF8QLdBFzLPXB_78uScJGFA2v0copwxa0Cfd4a6FQkIT37yImiRP_0mHXvsnQESX0YYxmMkq7YkLNejK_oR2ghAjqzuWmKnY2oFyKbQJwq4N5BZfUG7fzttogdSkXricuq9MtEQj0olgncEdvz4Ov_mcxZ0pnTP_CMvbsVQdr8Xy0mUgPIAmRQ9gPXQkTm83M98fz-FKwMECPiqmW08y_oCvY7tpcZPlNopDIUuQqGA.l94Oen4zbSJTpTJJo6u50Me9L6Qd3ql3tf3VOwgKRwg&dib_tag=se&qid=1737563975&s=computers&sr=1-367&xpid=TXeoTC7BKWJe3,22-01-2025 22:28,Dell,Dell India Pvt Ltd,Inspiron,Platinum Silver,Laptop,16 Inches,1920 x 1080 pixel,,,1 Lithium Ion batteries required. (included),Inspiration 5630,Intel,Core i5,3.4 GHz,1,Lpddr 5,16 GB,SSD,,Speakers,Intel,Integrated,Shared,Integrated,"Bluetooth, Wi-Fi",Windows 11,Yes,,,1,,"Laptop, Battery, AC Adapter, User Guide, Manuals",India,1 kg 850 g,B0C14363BM,"#20,626 in Computers & Accessories (See Top 100 in Computers & Accessories)
#595 in Traditional Laptops",31-Mar-23,Dell India Pvt Ltd,Dell India Pvt Ltd,1 Count,Laptop,53 Centimeters,6.6 Centimeters,53 x 6.6 x 53 cm; 1.85 kg,512 GB,,"3.8
32 ratings
3.8 out of 5 stars",53 x 6.6 x 53 Centimeters,16 GB,,4800 MHz,,,,Bluetooth,1,240 Volts,,,Battery Powered,,1,,,,,,,,,,,,,,,,,,,,,,65 Watts,,,,,,,,,,,,,,,,0.92 MP,,
