title,price,url,scrape_date,tech_Brand,tech_Manufacturer,tech_Series,tech_Colour,tech_Form Factor,tech_Item Height,tech_Item Width,tech_Standing screen display size,tech_Screen Resolution,tech_Product Dimensions,tech_Batteries,tech_Item model number,tech_Processor Brand,tech_Processor Type,tech_Processor Speed,tech_Processor Count,tech_RAM Size,tech_Memory Technology,tech_Computer Memory Type,tech_Maximum Memory Supported,tech_Hard Drive Size,tech_Hard Disk Description,tech_Hard Drive Interface,tech_Graphics Coprocessor,tech_Graphics Chipset Brand,tech_Graphics Card Description,tech_Graphics RAM Type,tech_Graphics Card Ram Size,tech_Graphics Card Interface,tech_Connectivity Type,tech_Wireless Type,tech_Number of USB 3.0 Ports,tech_Number of HDMI Ports,tech_Voltage,tech_Wattage,tech_Operating System,tech_Average Battery Life (in hours),tech_Are Batteries Included,tech_Lithium Battery Energy Content,tech_Number of Lithium Ion Cells,tech_Included Components,tech_Country of Origin,tech_Item Weight,info_ASIN,info_Customer Reviews,info_Best Sellers Rank,info_Date First Available,info_Packer,info_Importer,info_Item Dimensions LxWxH,info_Net Quantity,info_Generic Name,tech_Resolution,tech_Memory Clock Speed,tech_Audio Details,tech_Speaker Description,tech_Number of USB 2.0 Ports,tech_Optical Drive Type,tech_Power Source,tech_Hardware Platform,tech_Package Dimensions,tech_Average Battery Standby Life (in hours),tech_Hard Disk Rotational Speed,tech_Number of Lithium Metal Cells,tech_Lithium Battery Weight,tech_Rear Webcam Resolution,tech_Front Webcam Resolution,tech_ASIN,info_Manufacturer,info_Item Weight,info_Included Components,tech_Number of Ethernet Ports,tech_Number of Audio-out Ports,tech_Model,tech_Model Name,tech_Model Year,tech_Memory Storage Capacity,tech_Memory Slots Available,tech_Flash Memory Installed Size,tech_Ram Memory Installed Size,tech_RAM memory maximum size,tech_Ram Memory Technology,tech_Processor model number,tech_Hardware Interface,tech_Special Features,tech_Chipset Type,tech_Mounting Hardware,tech_Number of items,tech_Software included,tech_Display Technology,tech_Display Type,tech_Audio Output Type,tech_Battery Average Life,tech_Batteries Included,tech_Batteries Required,tech_Battery cell composition,tech_Refresh Rate,tech_Total USB ports,tech_Keyboard Description,tech_Connector Type,tech_Device type
"(Refurbished) Lenovo Thinkpad T14 Gen1 10th Gen Intel Core i5 Thin & Light FHD Touchscreen Laptop (16 GB DDR4 RAM|256 GB SSD|14"" FHD Touchscreen|Windows 11 Pro|MS Office|Intel HD Graphics)","25,999",https://www.amazon.in/Refurbished-Lenovo-Thinkpad-Touchscreen-Graphics/dp/B0DNMK4NNV/ref=sr_1_212?dib=eyJ2IjoiMSJ9.KyJVora_XFKu2j74kNU1LICaCWN30G2N0Z6vU17VM7dNDnccZLYMdJ8Cdmz9BsB4MsyDP2M0ccDe0EKp5iUtnIwoLs7927rw_j56eqDckX8bh5fA734k2xsi6ChjgrzI5ZU0XSZczj12tgoiD44Kp31NZv4kpO1_hmua1ciptIg1Zf18osSDS9Yy9XMf0LznCptfP4tayyJWxobcyIpc-sYuFGld1Az5HrmGFduqHb1W6pLJq3xtc-SIS4XoJVOubN99PGOScO3X5tfOht86nhvfQxXIVSVb_wHr6dg0QfUZwVf3GxY3PqTYm8Jr2tukRFcPxHTZExBS8Merz8LwVVO7H7OyGBoAayfDATPqJrk.tKmye1eVVJgfLbZWMdP1PVTlrrSzTpStUVJK4dA2W0A&dib_tag=se&qid=1737554404&s=computers&sr=1-212&xpid=Fh4IXciGGCWbo,22-01-2025 20:04,Lenovo,Lenovo,Lenovo,,Clamshell,,,14 Inches,1920 x 1080 pixels,,1 P76 batteries required. (included),,Intel,Intel Core i5,1.6 GHz,1,,DDR4,DDR4 SDRAM,16 GB,256 GB,SSD,PCIE x 4,,Intel,Integrated,Shared,,,Bluetooth,,,1,,,Windows 11,,Yes,48 Watt Hours,3,"Laptop, Power Cord, Battery",,1 kg 550 g,B0DNMK4NNV,"3.4
4 ratings
3.4 out of 5 stars","#6,797 in Computers & Accessories (See Top 100 in Computers & Accessories)
#5 in Mega Offers on Renewed products
#10 in Refurbished Deals
#26 in Renewed Black Friday and Cyber Monday Sale",20-Nov-24,,,,1.00 count,,1920x1080 Pixels,,Headphones,Stereo speakers,2,,,,46 x 30 x 8 cm; 1.55 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(Refurbished) Dell Latitude E5470 6th Gen Intel Core i5 Thin & Light HD Laptop (16 GB DDR4 RAM|256 GB SSD|14"" (35.6 cm) HD|Windows 11|MS Office|WiFi|BT|Intel HD Graphics)","16,999",https://www.amazon.in/Refurbished-Dell-Latitude-Windows-Graphics/dp/B0DPH96YRN/ref=sr_1_213?dib=eyJ2IjoiMSJ9.KyJVora_XFKu2j74kNU1LICaCWN30G2N0Z6vU17VM7dNDnccZLYMdJ8Cdmz9BsB4MsyDP2M0ccDe0EKp5iUtnIwoLs7927rw_j56eqDckX8bh5fA734k2xsi6ChjgrzI5ZU0XSZczj12tgoiD44Kp31NZv4kpO1_hmua1ciptIg1Zf18osSDS9Yy9XMf0LznCptfP4tayyJWxobcyIpc-sYuFGld1Az5HrmGFduqHb1W6pLJq3xtc-SIS4XoJVOubN99PGOScO3X5tfOht86nhvfQxXIVSVb_wHr6dg0QfUZwVf3GxY3PqTYm8Jr2tukRFcPxHTZExBS8Merz8LwVVO7H7OyGBoAayfDATPqJrk.tKmye1eVVJgfLbZWMdP1PVTlrrSzTpStUVJK4dA2W0A&dib_tag=se&qid=1737554404&s=computers&sr=1-213&xpid=Fh4IXciGGCWbo,22-01-2025 20:04,Dell,Dell,Dell Latitude,"black, silver, white",Ultra-Portable,,,14 Inches,1366 x 768 pixels,,1 12V batteries required. (included),core_i5_6200U,Intel,Intel Core i5,2.3 GHz,1,,DDR4,DDR4 SDRAM,16 GB,256 GB,SSD,Serial ATA,,Intel,Integrated,Shared,,,"Bluetooth, Wi-Fi",,,1,,,Windows,,Yes,55 Watt Hours,3,"Laptop, Power Cord, Battery",,1 kg 700 g,B0DPH96YRN,"3.0
2 ratings
3.0 out of 5 stars","#11,946 in Computers & Accessories (See Top 100 in Computers & Accessories)
#13 in Renewed New Arrivals Store
#370 in Traditional Laptops",03-Dec-24,,,,1.00 count,,1366 x 768 Pixels,,Headphones,Basic built-in speakers,,,,,45 x 35 x 15 cm; 1.7 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(Refurbished) Lenovo ThinkPad T490 8th Gen Intel Core i5 Thin & Light FHD Touchscreen Laptop (16 GB DDR4 RAM/512 GB SSD/14"" (35.6 cm) HD/Windows 11 Pro/MS Office/WiFi/Webcam/Integrated UHD Graphics)","22,999",https://www.amazon.in/Refurbished-Lenovo-ThinkPad-Touchscreen-Integrated/dp/B0DC67DRW9/ref=sr_1_214?dib=eyJ2IjoiMSJ9.KyJVora_XFKu2j74kNU1LICaCWN30G2N0Z6vU17VM7dNDnccZLYMdJ8Cdmz9BsB4MsyDP2M0ccDe0EKp5iUtnIwoLs7927rw_j56eqDckX8bh5fA734k2xsi6ChjgrzI5ZU0XSZczj12tgoiD44Kp31NZv4kpO1_hmua1ciptIg1Zf18osSDS9Yy9XMf0LznCptfP4tayyJWxobcyIpc-sYuFGld1Az5HrmGFduqHb1W6pLJq3xtc-SIS4XoJVOubN99PGOScO3X5tfOht86nhvfQxXIVSVb_wHr6dg0QfUZwVf3GxY3PqTYm8Jr2tukRFcPxHTZExBS8Merz8LwVVO7H7OyGBoAayfDATPqJrk.tKmye1eVVJgfLbZWMdP1PVTlrrSzTpStUVJK4dA2W0A&dib_tag=se&qid=1737554404&s=computers&sr=1-214&xpid=Fh4IXciGGCWbo,22-01-2025 20:04,Lenovo,Lenovo,Lenovo ThinkPad T490,,Laptop,,,14 Inches,1366 x 768,,1 Lithium Ion batteries required. (included),,Intel,Intel Core i5,1.6 GHz,1,16,DDR4,,32 GB,,SSD,,,Intel,Integrated,Shared,,Integrated,"Bluetooth, Wi-Fi",,2,1,,,Windows,,Yes,54 Watt Hours,3,"Laptop, Power Cord, Battery",,1 kg 700 g,B0DC67DRW9,"3.8
14 ratings
3.8 out of 5 stars","#12,651 in Computers & Accessories (See Top 100 in Computers & Accessories)
#391 in Traditional Laptops",05-Aug-24,,,,1.00 count,,1920 x 1080 Pixels,,Headphones,,,,,,45 x 35 x 15 cm; 1.7 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apple 2024 MacBook Air 15″ Laptop with M3 chip: 38.91 cm (15.3″) Liquid Retina Display, 16GB Unified Memory, 512GB SSD Storage, Backlit Keyboard, 1080p FaceTime HD Camera, Touch ID- Space Grey","1,44,990",https://www.amazon.in/Apple-2024-MacBook-Laptop-chip/dp/B0CX24HFL7/ref=sr_1_215?dib=eyJ2IjoiMSJ9.KyJVora_XFKu2j74kNU1LICaCWN30G2N0Z6vU17VM7dNDnccZLYMdJ8Cdmz9BsB4MsyDP2M0ccDe0EKp5iUtnIwoLs7927rw_j56eqDckX8bh5fA734k2xsi6ChjgrzI5ZU0XSZczj12tgoiD44Kp31NZv4kpO1_hmua1ciptIg1Zf18osSDS9Yy9XMf0LznCptfP4tayyJWxobcyIpc-sYuFGld1Az5HrmGFduqHb1W6pLJq3xtc-SIS4XoJVOubN99PGOScO3X5tfOht86nhvfQxXIVSVb_wHr6dg0QfUZwVf3GxY3PqTYm8Jr2tukRFcPxHTZExBS8Merz8LwVVO7H7OyGBoAayfDATPqJrk.tKmye1eVVJgfLbZWMdP1PVTlrrSzTpStUVJK4dA2W0A&dib_tag=se&qid=1737554404&s=computers&sr=1-215&xpid=Fh4IXciGGCWbo,22-01-2025 20:04,,Apple,,,,,,,,8.8 x 32.1 x 42.7 cm; 1.51 kg,,MXD13HN/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,China,,,,,,Not Applicable for Apple (Always),"(If applicable) Apple India Private Limited No.24, 19th floor, Concorde Tower C, UB City, Vittal Mallya Road, Bangalore - 560 001",8.8 x 32.1 x 42.7 Centimeters,1 Count,Laptop,,,,,,,,,,,,,,,,B0CX24HFL7,"Apple, Apple Inc, One Apple Park Way, Cupertino, CA 95014, USA. or Apple India Private Limited No.24, 19th floor, Concorde Tower C, UB City, Vittal Mallya Road, Bangalore - 560 001",1 kg 510 g,"15-inch MacBook Air with M3 chip, 35W Dual USB-C Port Compact Power Adapter, USB-C to MagSafe 3 Cable (2m)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(Refurbished) Lenovo ThinkPad L480 8th Gen Intel Core i5 Thin & Light HD Laptop (16 GB DDR4 RAM/512 GB SSD/14"" (35.6 cm) HD/Windows 11/MS Office/WiFi/Bluetooth/Webcam/Intel Graphics)","17,990",https://www.amazon.in/Refurbished-Lenovo-ThinkPad-Bluetooth-Graphics/dp/B0CM21TQ3W/ref=sr_1_216?dib=eyJ2IjoiMSJ9.KyJVora_XFKu2j74kNU1LICaCWN30G2N0Z6vU17VM7dNDnccZLYMdJ8Cdmz9BsB4MsyDP2M0ccDe0EKp5iUtnIwoLs7927rw_j56eqDckX8bh5fA734k2xsi6ChjgrzI5ZU0XSZczj12tgoiD44Kp31NZv4kpO1_hmua1ciptIg1Zf18osSDS9Yy9XMf0LznCptfP4tayyJWxobcyIpc-sYuFGld1Az5HrmGFduqHb1W6pLJq3xtc-SIS4XoJVOubN99PGOScO3X5tfOht86nhvfQxXIVSVb_wHr6dg0QfUZwVf3GxY3PqTYm8Jr2tukRFcPxHTZExBS8Merz8LwVVO7H7OyGBoAayfDATPqJrk.tKmye1eVVJgfLbZWMdP1PVTlrrSzTpStUVJK4dA2W0A&dib_tag=se&qid=1737554404&s=computers&sr=1-216&xpid=Fh4IXciGGCWbo,22-01-2025 20:04,Lenovo,Lenovo,Lenovo ThinkPad,Black,Laptop,,,14 Inches,1366 x 768,,1 Lithium Ion batteries required. (included),Lenovo ThinkPad,Intel,Intel Core i5,1.6 GHz,1,16 GB,DDR4,,16 GB,512 GB,SSD,PCIE x 2,Intel UHD Graphics 620,Intel,Integrated,Shared,,,"Bluetooth, Wi-Fi",,,1,,,Windows,,Yes,45 Watt Hours,3,"Laptop, Power Cord, Battery",India,1 kg 700 g,B0CM21TQ3W,"3.3
247 ratings
3.3 out of 5 stars","#11,343 in Computers & Accessories (See Top 100 in Computers & Accessories)
#356 in Traditional Laptops",29-Oct-23,,,,1.00 count,,1366 x 768 Pixels,,Headphones,,,,,,51.4 x 31.9 x 8.2 cm; 1.7 kg,,,,50 Grams,,768 Pixels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Walker Thin & Light Laptop,14.1""(4GB RAM,128GB SSD)| FHD IPS Display 1920 * 1080 Resolution | Celeron Processor N4020 (Gemini Lake)| UHD Graphics 600|Webcam | Windows 11 Home | Champagne Gold","12,990",https://www.amazon.in/Walker-Notebook-Laptop-PC-Model/dp/B0CGX5B5TZ/ref=sr_1_217?dib=eyJ2IjoiMSJ9.tOFZ6smxhKY8OLvn5XhBsAhsB0zsVLSmG5qgQSQbtIzUWq-e4t5PlBo2nGyzEmGarCnAL66zvR59XA7snJzDM7Xxvl7DwAUDkyEiGN-ntdEh7FzAR3geymhn1P_Ia7gvWiThVDZQDGQExKf5Y-vfokSYN4BENK6Un10-ONsk9njukMfXuTROH8YV9WwPgymC7px0wmpUfv0OF90Mu494MQh2APrmGfdRvEoMXSXkgRChpaqpaQBxib47wn_iypL52mx8fbZnf6iSl_Pc95BUAixbVWzsX1tJUQd-RiH2MMLbqtkxJVpke_jVlcIXZH0yBc3xCtrI0QbWab6iOTzkk6Amrije8Qf-8Us4YjMkeog.LmY-SN08UAoe0imYObiXilCZtpkgx5TEfQcAY8efX6o&dib_tag=se&qid=1737554866&s=computers&sr=1-217&xpid=Fh4IXciGGCWbo,22-01-2025 20:04,Walker,Panache Digilife Limited,NU14A1,Gold,Netbook,,,14.1 Inches,1920 x 1080 pixels,,1 Lithium Ion batteries required. (included),NU14A1,Intel,Celeron N4020,2.4 GHz,1,4 GB,LPDDR4,DDR4 SDRAM,4 GB,128 GB,SSD,,Intel UHD Graphics 600,Intel,Integrated,DDR SDRAM,4 GB,Integrated,"Bluetooth, Wi-Fi, NFC",,1,1,,,Windows 11 Home,,Yes,5000 Milliampere Hour (mAh),2,"Laptop, AC Adapter, User Guide, Manuals, Cleaning cloth",India,1 kg 300 g,B0CGX5B5TZ,"3.6
94 ratings
3.6 out of 5 stars","#6,036 in Computers & Accessories (See Top 100 in Computers & Accessories)
#194 in Traditional Laptops",30-Aug-23,"Panache Digilife Limited. Address :- Bldg. A3, 102-108 & 201-208, Babosa Industrial park, Mumbai-Nashik Highway NH3, Saravali Village, Bhiwandi, Thane-421302, Maharashtra, India. Email:- support@thewalker.co.in","Panache Digilife Limited. Address :- Bldg. A3, 102-108 & 201-208, Babosa Industrial park, Mumbai-Nashik Highway NH3, Saravali Village, Bhiwandi, Thane-421302, Maharashtra, India. Email:- support@thewalker.co.in",,1 Set,Laptop,1920 x 1080 Pixels,2.4 GHz,"Headphones, Speakers",Dolby Digital 2.0,1,BD-ROM,,,39.29 x 32.9 x 7.8 cm; 1.3 kg,,,,,2 MP,2 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lenovo Yoga Slim 7 Intel Core Ultra 7 155H Built-in AI 14""(35.5cm) WUXGA-OLED 400Nits Laptop (32GB/1TB SSD/100% DCI-P3/FHD+IR Camera/Win11/MSO 21/1Yr ADP Free/3Mon. Game Pass/Grey/1.39Kg), 83CV002DIN","1,06,990",https://www.amazon.in/Lenovo-Built-WUXGA-OLED-400Nits-83CV002DIN/dp/B0CTMQDLQX/ref=sr_1_218?dib=eyJ2IjoiMSJ9.tOFZ6smxhKY8OLvn5XhBsAhsB0zsVLSmG5qgQSQbtIzUWq-e4t5PlBo2nGyzEmGarCnAL66zvR59XA7snJzDM7Xxvl7DwAUDkyEiGN-ntdEh7FzAR3geymhn1P_Ia7gvWiThVDZQDGQExKf5Y-vfokSYN4BENK6Un10-ONsk9njukMfXuTROH8YV9WwPgymC7px0wmpUfv0OF90Mu494MQh2APrmGfdRvEoMXSXkgRChpaqpaQBxib47wn_iypL52mx8fbZnf6iSl_Pc95BUAixbVWzsX1tJUQd-RiH2MMLbqtkxJVpke_jVlcIXZH0yBc3xCtrI0QbWab6iOTzkk6Amrije8Qf-8Us4YjMkeog.LmY-SN08UAoe0imYObiXilCZtpkgx5TEfQcAY8efX6o&dib_tag=se&qid=1737554866&s=computers&sr=1-218&xpid=Fh4IXciGGCWbo,22-01-2025 20:04,Lenovo,Lenovo,Yoga Slim 7,Luna Grey,Ultra-Portable,45 Centimeters,29 Centimeters,14 Inches,1920 x 1200 pixel,7.9 x 29 x 45 cm; 2.17 kg,1 Lithium Polymer batteries required. (included),14IMH9,Intel,Intel Core i7,4.8 GHz,16,32 GB,Lpddr 5,DDR5 RAM,32 GB,1 TB,SSD,PCIE x 4,Integrated Intel Arc Graphics,Intel,Integrated,Shared,,Integrated,Wi-Fi,,1,,,,Windows 11 Home,6 Hours,Yes,65 Watt Hours,4,"Laptop, Adapter, User Guide",China,2 kg 170 g,B0CTMQDLQX,"4.3
25 ratings
4.3 out of 5 stars","#7,936 in Computers & Accessories (See Top 100 in Computers & Accessories)
#251 in Traditional Laptops",31-Jan-24,"One of the below: Hefei Bitland Information Technology Co.,Ltd - No.4088 Jiuxiu Road National Hefei economic & technology development area Hefei Anhui China LCFC（Hefei) Electronics Technology Co., Ltd. - NO.1-3188,YUNGU ROAD, HEFEI EXPORT PROCESSING ZONE. ANHUI PROVINCE,CHINA Tech-Com(Shanghai) Computer Co Ltd - No.6 Ln.58,San-Zhuang Rd., Songjiang EPZ ShangHai, China Wistron InfoComm (Kunshan) Co.Ltd - 168# First Avenue, Kunshan Export Processing Zone, Kunshan, Jiangsu, China Compal information technology (kunshan) CO., LTD. - Address: No. 58, the 1st street, Kunshan Export Processing Zone, Jiangsu, P.R.O.C. CHINA Kunshan Hichain storage Co. Ltd - No. 88 Xinxiang Road Avenue Kunshan CBZ Wujiang Hichain warehousing LTD - No.2088 Pangjin road, Wujiang economic development area, Jiangsu, China","Lenovo (India) Private Limited, RBD Icon, Level 2, Doddenakundi Village, Marathahalli Outer Ring Road, K. R. Puram Hobli, Bangalore 560037, Karnataka, India",7.9 x 29 x 45 Centimeters,1 Piece,Laptop,1920 x 1200 Pixels,,Speakers,"Stereo speakers, 2W x2, optimized with Dolby Atmos",,No Optical Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lenovo IdeaPad Slim AMD 3 Ryzen 5 5500U 15.6"" (39.62cm) IPS FHD Laptop (16GB/512GB SSD/Win 11/Office 2021/2 Year Warranty/Alexa Built-in/3 Month Game Pass/Arctic Grey/1.65Kg), 82KU0238IN","37,999",https://www.amazon.in/Lenovo-IdeaPad-39-62cm-Warranty-82KU0238IN/dp/B0BT6W2P11/ref=sr_1_219?dib=eyJ2IjoiMSJ9.tOFZ6smxhKY8OLvn5XhBsAhsB0zsVLSmG5qgQSQbtIzUWq-e4t5PlBo2nGyzEmGarCnAL66zvR59XA7snJzDM7Xxvl7DwAUDkyEiGN-ntdEh7FzAR3geymhn1P_Ia7gvWiThVDZQDGQExKf5Y-vfokSYN4BENK6Un10-ONsk9njukMfXuTROH8YV9WwPgymC7px0wmpUfv0OF90Mu494MQh2APrmGfdRvEoMXSXkgRChpaqpaQBxib47wn_iypL52mx8fbZnf6iSl_Pc95BUAixbVWzsX1tJUQd-RiH2MMLbqtkxJVpke_jVlcIXZH0yBc3xCtrI0QbWab6iOTzkk6Amrije8Qf-8Us4YjMkeog.LmY-SN08UAoe0imYObiXilCZtpkgx5TEfQcAY8efX6o&dib_tag=se&qid=1737554866&s=computers&sr=1-219&xpid=Fh4IXciGGCWbo,22-01-2025 20:04,Lenovo,Lenovo,Ryzen 5,Arctic Grey,Laptop,20 Millimeters,23.7 Centimeters,15.6 Inches,1920 x 1080 pixel,35.9 x 23.7 x 2 cm; 1.65 kg,1 Lithium Polymer batteries required. (included),,AMD,Ryzen 5,4 GHz,6,16 GB,DDR4,,16 GB,512 GB,SSD,,AMD Radeon Graphics,AMD,Integrated,Shared,16 GB,Integrated,Wi-Fi,,2,,10.6 Volts,,Windows 11 Home,1 Hours,Yes,,3,"Laptop, Manual, Adapter",,1 kg 650 g,B0BT6W2P11,"3.9
70 ratings
3.9 out of 5 stars","#12,941 in Computers & Accessories (See Top 100 in Computers & Accessories)
#398 in Traditional Laptops",07-Feb-23,"One of the below: Hefei Bitland Information Technology Co.,Ltd - No.4088 Jiuxiu Road National Hefei economic & technology development area Hefei Anhui China LCFC（Hefei) Electronics Technology Co., Ltd. - NO.1-3188,YUNGU ROAD, HEFEI EXPORT PROCESSING ZONE. ANHUI PROVINCE,CHINA Tech-Com(Shanghai) Computer Co Ltd - No.6 Ln.58,San-Zhuang Rd., Songjiang EPZ ShangHai, China Wistron InfoComm (Kunshan) Co.Ltd - 168# First Avenue, Kunshan Export Processing Zone, Kunshan, Jiangsu, China Compal information technology (kunshan) CO., LTD. - Address: No. 58, the 1st street, Kunshan Export Processing Zone, Jiangsu, P.R.O.C. CHINA Kunshan Hichain storage Co. Ltd - No. 88 Xinxiang Road Avenue Kunshan CBZ Wujiang Hichain warehousing LTD - No.2088 Pangjin road, Wujiang economic development area, Jiangsu, China","Lenovo (India) Private Limited, RBD Icon, Level 2, Doddenakundi Village, Marathahalli Outer Ring Road, K. R. Puram Hobli, Bangalore 560037, Karnataka, India",35.9 x 23.7 x 2 Centimeters,1 Piece,Laptop,1920x1080,,Headphones,,1,,Battery Powered,PC,,6 Hours,,,,0.92 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(Refurbished) Lenovo ThinkPad 8th Gen Intel Core i7 Thin & Light Laptop (16 GB DDR4 RAM/512 GB SSD/14"" (35.6 cm) HD/Windows 11/WiFi/Bluetooth 4.1/Webcam/Integrated Graphics)","20,109",https://www.amazon.in/Refurbished-Lenovo-ThinkPad-Bluetooth-Integrated/dp/B0D9C1MQG8/ref=sr_1_220?dib=eyJ2IjoiMSJ9.tOFZ6smxhKY8OLvn5XhBsAhsB0zsVLSmG5qgQSQbtIzUWq-e4t5PlBo2nGyzEmGarCnAL66zvR59XA7snJzDM7Xxvl7DwAUDkyEiGN-ntdEh7FzAR3geymhn1P_Ia7gvWiThVDZQDGQExKf5Y-vfokSYN4BENK6Un10-ONsk9njukMfXuTROH8YV9WwPgymC7px0wmpUfv0OF90Mu494MQh2APrmGfdRvEoMXSXkgRChpaqpaQBxib47wn_iypL52mx8fbZnf6iSl_Pc95BUAixbVWzsX1tJUQd-RiH2MMLbqtkxJVpke_jVlcIXZH0yBc3xCtrI0QbWab6iOTzkk6Amrije8Qf-8Us4YjMkeog.LmY-SN08UAoe0imYObiXilCZtpkgx5TEfQcAY8efX6o&dib_tag=se&qid=1737554866&s=computers&sr=1-220&xpid=Fh4IXciGGCWbo,22-01-2025 20:04,Lenovo,Lenovo,Lenovo ThinkPad,,Laptop,,,14 Inches,1366 x 768,,1 Lithium Ion batteries required. (included),,Intel,Intel Core i7,1.8 GHz,1,,DDR4,,16 GB,512 GB,SSD,,Intel UHD Graphics 620,Intel,Integrated,Shared,,,"Bluetooth, Wi-Fi",,,,,,Windows,,Yes,55 Watt Hours,3,"Laptop, Power Cord, Battery",,1 kg 600 g,B0D9C1MQG8,"3.3
32 ratings
3.3 out of 5 stars","#11,529 in Computers & Accessories (See Top 100 in Computers & Accessories)
#359 in Traditional Laptops",12-Jul-24,"IT Refurb India, Mumbai",,,1.00 count,,1366 x 768 Pixels,,Headphones,,,,,,50 x 30 x 12 cm; 1.6 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dell Inspiron 3520 Laptop,12th Gen Intel Core i3-1215 Processor, 8GB, 512GB SSD, 15.6"" (39.62Cms FHD, Win 11 + MSO'21, Silver, 15 Month McAfee Antivirus, Thin & Light-1.65kg","38,490",https://www.amazon.in/Dell-Inspiron-i3-1215-39-62Cms-D560915WIN9S/dp/B0BH4T1D8X/ref=sr_1_221?dib=eyJ2IjoiMSJ9.tOFZ6smxhKY8OLvn5XhBsAhsB0zsVLSmG5qgQSQbtIzUWq-e4t5PlBo2nGyzEmGarCnAL66zvR59XA7snJzDM7Xxvl7DwAUDkyEiGN-ntdEh7FzAR3geymhn1P_Ia7gvWiThVDZQDGQExKf5Y-vfokSYN4BENK6Un10-ONsk9njukMfXuTROH8YV9WwPgymC7px0wmpUfv0OF90Mu494MQh2APrmGfdRvEoMXSXkgRChpaqpaQBxib47wn_iypL52mx8fbZnf6iSl_Pc95BUAixbVWzsX1tJUQd-RiH2MMLbqtkxJVpke_jVlcIXZH0yBc3xCtrI0QbWab6iOTzkk6Amrije8Qf-8Us4YjMkeog.LmY-SN08UAoe0imYObiXilCZtpkgx5TEfQcAY8efX6o&dib_tag=se&qid=1737554866&s=computers&sr=1-221&xpid=Fh4IXciGGCWbo,22-01-2025 20:04,Dell,Dell India Pvt Ltd,Inspiron,Silver,Laptop,49.3 Centimeters,32.3 Centimeters,15.6 Inches,1920 x 1080 pixels,7.5 x 32.3 x 49.3 cm; 2.6 kg,1 Lithium Ion batteries required. (included),New Inspiron 15,Intel,Core i3,4.4 GHz,1,8 GB,DDR4,DDR4 SDRAM,16 GB,512 GB,SSD,,,Intel,Integrated,Shared,,Integrated,Wi-Fi,,2,1,,,Windows 11,4 Hours,Yes,2.6 Watt Hours,3,"User Manual, Laptop, Charger & Adapter",,2 kg 600 g,B0BH4T1D8X,"3.8
50 ratings
3.8 out of 5 stars","#12,471 in Computers & Accessories (See Top 100 in Computers & Accessories)
#382 in Traditional Laptops",03-Oct-22,Dell India Pvt Ltd,Dell India Pvt Ltd,7.5 x 32.3 x 49.3 Centimeters,1 Count,Laptop,1920 x 1080 Pixels,2666 MHz,,,1,,Battery Powered,,,,,,,0.92 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
