title,price,url,scrape_date,tech_Manufacturer,tech_Country of Origin,tech_Item model number,tech_Package Dimensions,tech_ASIN,info_Manufacturer,info_Packer,info_Importer,info_Item Weight,info_Net Quantity,info_Included Components,info_Generic Name,tech_Brand,tech_Series,tech_Colour,tech_Form Factor,tech_Item Height,tech_Item Width,tech_Standing screen display size,tech_Screen Resolution,tech_Product Dimensions,tech_Batteries,tech_Processor Brand,tech_Processor Type,tech_Processor Speed,tech_Processor Count,tech_RAM Size,tech_Memory Technology,tech_Maximum Memory Supported,tech_Hard Disk Description,tech_Audio Details,tech_Graphics Coprocessor,tech_Graphics Chipset Brand,tech_Graphics Card Description,tech_Graphics RAM Type,tech_Graphics Card Ram Size,tech_Graphics Card Interface,tech_Connectivity Type,tech_Number of USB 3.0 Ports,tech_Voltage,tech_Operating System,tech_Are Batteries Included,tech_Lithium Battery Energy Content,tech_Number of Lithium Ion Cells,tech_Included Components,tech_Item Weight,info_ASIN,info_Customer Reviews,info_Best Sellers Rank,info_Date First Available,info_Item Dimensions LxWxH,tech_Resolution,tech_Computer Memory Type,tech_Optical Drive Type,tech_Memory Clock Speed,tech_Hard Drive Size,tech_Hard Drive Interface,tech_Wireless Type,tech_Average Battery Life (in hours),tech_Hard Disk Rotational Speed,tech_Number of HDMI Ports,tech_Power Source,tech_Hardware Platform,tech_Number of USB 2.0 Ports,tech_Notebook Display Technology,tech_Number of Ethernet Ports,tech_Speaker Description,tech_Wattage,tech_Average Battery Standby Life (in hours),tech_Lithium Battery Weight,tech_Number of Audio-out Ports,tech_Front Webcam Resolution,tech_Number of Lithium Metal Cells,tech_Rear Webcam Resolution,tech_Processor Socket,tech_Model,tech_Model Name,tech_Model Year,tech_Memory Storage Capacity,tech_Flash Memory Installed Size,tech_Ram Memory Installed Size,tech_RAM memory maximum size,tech_Ram Memory Technology,tech_Processor model number,tech_Hardware Interface,tech_Special Features,tech_Chipset Type,tech_Mounting Hardware,tech_Number of items,tech_Software included,tech_Display Technology,tech_Display Type,tech_Audio Output Type,tech_Battery Average Life,tech_Battery Average Life Standby,tech_Batteries Included,tech_Batteries Required,tech_Battery cell composition,tech_Total USB ports,tech_Connector Type,tech_Device interface - primary,tech_Supports Bluetooth Technology,tech_Memory Slots Available,tech_Cellular technology,tech_Refresh Rate,tech_Keyboard Description,tech_Item dimensions L x W x H,tech_Recommended Uses For Product,tech_Number of Pieces,tech_Reusability,tech_Pattern,tech_Net Quantity,tech_Finish Type
"HP OMEN, 14th Gen Intel Core i7-14650HX, 8GB NVIDIA RTX 4060, 16GB DDR5, 1TB SSD, (Win11, Office21, Black, 2.39kg), 144Hz, IPS, 16.1-inch(40.9cm) Gaming Laptop, Tempest Cooling, Backlit KB, wf1096TX","1,29,990",https://www.amazon.in/HP-I7-14650Hx-16-1-Inch-Wf1096Tx-Wf1102Tx/dp/B0D1YL72Y6/ref=sr_1_457?dib=eyJ2IjoiMSJ9.3omCZXW-fueYASRt7j-ee6m_2gdHP5PU3AahnnxfTSMIZerQiKUt2ivBFtjPcAt-W2kxnexYd78w8KM3b12_2ownoCZym6COjVdzRmBwypwRn2fLpneOvNGkIGTqsyN7MHlde7KAn5ZdGyHwcoj9y-WFChuLFqgy2N5ESZHpgSAQC_N45Z0h01_agTZW0IiRvamlpUsq-xTtUOMEETkeDc1dCgSA64T9MvouGQzvRMPuWn365VYjq3r8PK5E071J6wDjIfyzLTfJ34A-whtwxuCD9fuTcpUs8kM8NlCT6TD1QNPdvDvQC8QgvhaOvoYvlqsJNA2FwzxDwidxb-Hjm4Wb7Xl8WNcym22TYdMQOCY.JbGuq7CrxTfdpojpNtPkllekm3GEvlkOaaWDUDn0Fg8&dib_tag=se&qid=1737616217&s=computers&sr=1-457&xpid=UXgihshJk2j2d,2025-01-23 13:11:56,HP,China,,,,,"SG69 - Compal NO. 15, THIRD AVENUE, A ZONE, KUNSHAN COMPREHENSIVE FREETRADE ZONE, KUNSHAN, JIANGSU, CHINA","HP India Sales pvt limited, 24 kothari Arena, Hosur main road, Adugodi , Bangalore -560030.",,1 Count,,Laptop,HP,Laptop,Black,Ultra-Portable,59.2 Centimeters,33.8 Centimeters,40.9 Centimetres,1920 x 1080 pixel,6.8 x 33.8 x 59.2 cm; 4.36 kg,1 Lithium Ion batteries required. (included),Intel,Intel Core i7,5.2 GHz,1,16,DDR5,16 GB,SSD,,NVIDIA GeForce RTX 4060,Intel,Dedicated,GDDR6,8 GB,Integrated,Bluetooth,,,Windows 11 Home,Yes,83 Watt Hours,6,"Laptop, Charger, User Manual",4 kg 360 g,B0D1YL72Y6,"3.3
11 ratings
3.3 out of 5 stars","#22,255 in Computers & Accessories (See Top 100 in Computers & Accessories)
#632 in Traditional Laptops",17 April 2024,6.8 x 33.8 x 59.2 Centimeters,,,,,1 TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HP 15s, 12th Gen Intel Core i3-1215U, 8GB DDR4, 1TB SSD, Anti-Glare, Micro-Edge, 15.6-inch(39.6cm) FHD Laptop, Intel UHD Graphics, Full-Size KB (Win 11, Office 21, Silver, 1.69kg) fq5328TU","40,500",https://www.amazon.in/HP-Windows-Office-Fq5328Tu-Laptop/dp/B0CYQ8DS2B/ref=sr_1_458?dib=eyJ2IjoiMSJ9.3omCZXW-fueYASRt7j-ee6m_2gdHP5PU3AahnnxfTSMIZerQiKUt2ivBFtjPcAt-W2kxnexYd78w8KM3b12_2ownoCZym6COjVdzRmBwypwRn2fLpneOvNGkIGTqsyN7MHlde7KAn5ZdGyHwcoj9y-WFChuLFqgy2N5ESZHpgSAQC_N45Z0h01_agTZW0IiRvamlpUsq-xTtUOMEETkeDc1dCgSA64T9MvouGQzvRMPuWn365VYjq3r8PK5E071J6wDjIfyzLTfJ34A-whtwxuCD9fuTcpUs8kM8NlCT6TD1QNPdvDvQC8QgvhaOvoYvlqsJNA2FwzxDwidxb-Hjm4Wb7Xl8WNcym22TYdMQOCY.JbGuq7CrxTfdpojpNtPkllekm3GEvlkOaaWDUDn0Fg8&dib_tag=se&qid=1737616217&s=computers&sr=1-458&xpid=UXgihshJk2j2d,2025-01-23 13:11:56,HP,China,HP Laptop,,,,"SG66 – QUANTA CQ Tech-Front (CHongqing) computer CO.,LTD 18#, comprehensive bonded zone avenue, Shapingba District 401332 Chongqing China","HP India Sales pvt limited, 24 kothari Arena, Hosur main road, Adugodi , Bangalore -560030.",,1 Count,,Laptop,HP,HP Laptop 15s-fq5328TU,Silver,Laptop,0.71 Inches,9.53 Inches,15.6 Inches,1920 x 1080 pixel,35.84 x 24.21 x 1.8 cm; 1.7 kg,1 Lithium Ion batteries required. (included),Intel,Core i3,4.4 GHz,6,,DDR4,8 GB,SSD,"Headphones, Speakers",Intel UHD Graphics,Intel,Integrated,DDR4 SDRAM,,Integrated,"Bluetooth, Wi-Fi",1,5 Volts,Windows 11 Home,Yes,41 Watt Hours,3,"Laptop, charger, User Manual",1 kg 700 g,B0CYQ8DS2B,"3.7
21 ratings
3.7 out of 5 stars","#25,393 in Computers & Accessories (See Top 100 in Computers & Accessories)
#713 in Traditional Laptops",21 March 2024,35.8 x 24.2 x 1.8 Centimeters,1920 x 1080 Pixels,DDR4 SDRAM,,,1 TB,USB,802.11ac,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lenovo V15 Portable Laptop, 15.6"" FHD Anti-Glare Display, Business and Everyday Use, Intel Dual Core Processor, 8GB RAM, 256GB SSD, Webcam, HDMI, Wi-Fi, Windows 11 Home, Black","24,970",https://www.amazon.in/Lenovo-V15-Portable-Anti-Glare-Processor/dp/B0D79DNSLW/ref=sr_1_459?dib=eyJ2IjoiMSJ9.3omCZXW-fueYASRt7j-ee6m_2gdHP5PU3AahnnxfTSMIZerQiKUt2ivBFtjPcAt-W2kxnexYd78w8KM3b12_2ownoCZym6COjVdzRmBwypwRn2fLpneOvNGkIGTqsyN7MHlde7KAn5ZdGyHwcoj9y-WFChuLFqgy2N5ESZHpgSAQC_N45Z0h01_agTZW0IiRvamlpUsq-xTtUOMEETkeDc1dCgSA64T9MvouGQzvRMPuWn365VYjq3r8PK5E071J6wDjIfyzLTfJ34A-whtwxuCD9fuTcpUs8kM8NlCT6TD1QNPdvDvQC8QgvhaOvoYvlqsJNA2FwzxDwidxb-Hjm4Wb7Xl8WNcym22TYdMQOCY.JbGuq7CrxTfdpojpNtPkllekm3GEvlkOaaWDUDn0Fg8&dib_tag=se&qid=1737616217&s=computers&sr=1-459&xpid=UXgihshJk2j2d,2025-01-23 13:11:56,"Lenovo Group, Ltd.",,Lenovo V15 G2 IJL,,,,,,,1.00 Set,,,Lenovo,Lenovo V15 G2 IJL,Black,Laptop,0.78 Inches,9.28 Inches,15.6 Inches,1920 x 1080 pixel,35.92 x 23.57 x 1.98 cm; 1.7 kg,,Intel,Celeron N,2.8 GHz,2,8 GB,DDR4,8 GB,SSD,Headphones,Intel UHD Graphics,Intel,Integrated,,,,Wi-Fi,2,,Windows 11 Home,,,,Lenovo Laptop,1 kg 700 g,B0D79DNSLW,"3.8
39 ratings
3.8 out of 5 stars","#22,851 in Computers & Accessories (See Top 100 in Computers & Accessories)
#649 in Traditional Laptops",4 July 2024,35.9 x 23.6 x 2 Centimeters,1920 x 1080 Pixels,DDR4 SDRAM,,3200 MHz,128 GB,PCIE x 4,Bluetooth,,,1,AC & Battery,PC,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo V15 G3 IAP Laptop RYZEN 3-7320u / 8GB DDR4 / 512 GB SSD PCIe / 15.60 FHD TN Display/Windows 11 / Silver (Grey) / 1 Year Onsite Warranty,"27,460",https://www.amazon.in/Lenovo-V15-3-7320u-Display-Warranty/dp/B09NNQ6DT1/ref=sr_1_460?dib=eyJ2IjoiMSJ9.3omCZXW-fueYASRt7j-ee6m_2gdHP5PU3AahnnxfTSMIZerQiKUt2ivBFtjPcAt-W2kxnexYd78w8KM3b12_2ownoCZym6COjVdzRmBwypwRn2fLpneOvNGkIGTqsyN7MHlde7KAn5ZdGyHwcoj9y-WFChuLFqgy2N5ESZHpgSAQC_N45Z0h01_agTZW0IiRvamlpUsq-xTtUOMEETkeDc1dCgSA64T9MvouGQzvRMPuWn365VYjq3r8PK5E071J6wDjIfyzLTfJ34A-whtwxuCD9fuTcpUs8kM8NlCT6TD1QNPdvDvQC8QgvhaOvoYvlqsJNA2FwzxDwidxb-Hjm4Wb7Xl8WNcym22TYdMQOCY.JbGuq7CrxTfdpojpNtPkllekm3GEvlkOaaWDUDn0Fg8&dib_tag=se&qid=1737616217&s=computers&sr=1-460&xpid=UXgihshJk2j2d,2025-01-23 13:11:56,intel,India,Lenovo V15 IGL,,,,,,,1.00 Set,,LAPTOP,Lenovo,V15,GREY,laptop,63.88 Centimeters,36.22 Centimeters,15.6 Inches,1920 x 1080 pixel,50.54 x 36.22 x 63.88 cm; 2 kg,,AMD,Ryzen 3,4.4 GHz,2,8 GB,DDR4,16 GB,SSD,Headphones,AMD Radeon 540,AMD,Integrated,DDR5 SDRAM,1 GB,Integrated,Wi-Fi,1,20 Volts,Windows 11 Home,No,,,"LAPTOP, MANUAL, ADAPTOR",2 kg,B09NNQ6DT1,"4.0
136 ratings
4.0 out of 5 stars","#22,441 in Computers & Accessories (See Top 100 in Computers & Accessories)
#636 in Traditional Laptops",2 June 2023,50.5 x 36.2 x 63.9 Centimeters,1920 x 1080 Pixels,DDR4 SDRAM,,2.4 GHz,512 GB,,,,7200 RPM,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AVITA Laptop PURA S101 14"" INCH CELERON 8GB RAM, 256GB SSD","17,415",https://www.amazon.in/AVITA-Laptop-Pura-Celeron-256Gb/dp/B0CM3Y8SMB/ref=sr_1_462?dib=eyJ2IjoiMSJ9.3omCZXW-fueYASRt7j-ee6m_2gdHP5PU3AahnnxfTSMIZerQiKUt2ivBFtjPcAt-W2kxnexYd78w8KM3b12_2ownoCZym6COjVdzRmBwypwRn2fLpneOvNGkIGTqsyN7MHlde7KAn5ZdGyHwcoj9y-WFChuLFqgy2N5ESZHpgSAQC_N45Z0h01_agTZW0IiRvamlpUsq-xTtUOMEETkeDc1dCgSA64T9MvouGQzvRMPuWn365VYjq3r8PK5E071J6wDjIfyzLTfJ34A-whtwxuCD9fuTcpUs8kM8NlCT6TD1QNPdvDvQC8QgvhaOvoYvlqsJNA2FwzxDwidxb-Hjm4Wb7Xl8WNcym22TYdMQOCY.JbGuq7CrxTfdpojpNtPkllekm3GEvlkOaaWDUDn0Fg8&dib_tag=se&qid=1737616217&s=computers&sr=1-462&xpid=UXgihshJk2j2d,2025-01-23 13:11:56,AVITA,India,AE14A1INC554-SLP,,,,"SUVIDA TECHNOLOGIES INDIA LLP 2-40/5, Harsha toyota, Kothaguda, Kondapur, Hyderabad, 500084, India.","SUVIDA TECHNOLOGIES INDIA LLP 2-40/5, Harsha toyota, Kothaguda, Kondapur, Hyderabad, 500084, India.",,,,"LAPTOP, CHARGER",AVITA,S101,"Silver,",Netbook,42.1 Centimeters,32.4 Centimeters,14 Inches,1920 x 1080 pixels,10.6 x 32.4 x 42.1 cm; 1.5 kg,3 Lithium Ion batteries required. (included),Intel,Celeron N4020,2.8 GHz,1,8 GB,DDR4,8 GB,SSD,"Headphones, Speakers",Intel UHD Graphics 600,Intel,Integrated,GDDR4,,Integrated,"Bluetooth, Wi-Fi",1,7.4 Volts,Windows 11 Home,Yes,37 Watt Hours,1,"Laptop, Power Adapter, User Manual,,,,,,",1 kg 500 g,B0CM3Y8SMB,"2.9
8 ratings
2.9 out of 5 stars","#13,867 in Computers & Accessories (See Top 100 in Computers & Accessories)
#411 in Traditional Laptops",30 October 2023,10.6 x 32.4 x 42.1 Centimeters,1920 x 1080 Pixels Per Inch,DDR4 SDRAM,no,,256 GB,eSATA,Bluetooth,6 Hours,5400 RPM,1,,,1,,,STEREO SPEAKERS,,,0.8 Grams,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(Refurbished) Lenovo ThinkPad E14 10th Gen Intel Core i5 Thin & Light HD Laptop (8 GB DDR4 RAM/256 GB SSD/14 (35.6 cm) HD/Windows 11 Pro/MS Office/WiFi/Webcam/Intel UHD Graphics),"23,499",https://www.amazon.in/Refurbished-Lenovo-ThinkPad-Windows-Graphics/dp/B0DN9S51S6/ref=sr_1_463?dib=eyJ2IjoiMSJ9.3omCZXW-fueYASRt7j-ee6m_2gdHP5PU3AahnnxfTSMIZerQiKUt2ivBFtjPcAt-W2kxnexYd78w8KM3b12_2ownoCZym6COjVdzRmBwypwRn2fLpneOvNGkIGTqsyN7MHlde7KAn5ZdGyHwcoj9y-WFChuLFqgy2N5ESZHpgSAQC_N45Z0h01_agTZW0IiRvamlpUsq-xTtUOMEETkeDc1dCgSA64T9MvouGQzvRMPuWn365VYjq3r8PK5E071J6wDjIfyzLTfJ34A-whtwxuCD9fuTcpUs8kM8NlCT6TD1QNPdvDvQC8QgvhaOvoYvlqsJNA2FwzxDwidxb-Hjm4Wb7Xl8WNcym22TYdMQOCY.JbGuq7CrxTfdpojpNtPkllekm3GEvlkOaaWDUDn0Fg8&dib_tag=se&qid=1737616217&s=computers&sr=1-463&xpid=UXgihshJk2j2d,2025-01-23 13:11:56,Lenovo,,core_i5_10210U,45 x 35 x 15 cm; 1.6 kg,,,,,,1.00 count,,,Lenovo,Lenovo ThinkPad E14,,Clamshell,,,14 Inches,1366 x 768 pixels,,1 12V batteries required. (included),Intel,Intel Core i5,1.6 GHz,1,,ddr_sdram,16 GB,SSD,Headphones,,Intel,Integrated,Shared,,,Bluetooth,,,Windows,Yes,55 Watt Hours,3,"Laptop, Power Cord, Battery",1 kg 600 g,B0DN9S51S6,,"#11,145 in Computers & Accessories (See Top 100 in Computers & Accessories)
#21 in Refurbished Deals
#30 in Best Offers from Renewed
#334 in Traditional Laptops",16 November 2024,,1366 x 768 Pixels,DDR4 SDRAM,,,256 GB,Serial ATA,802.11a/b/g/n/ac,,,1,,,,,1,Basic built-in speakers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lenovo LOQ 2024 12th Gen Intel Core i5-12450HX 15.6"" (39.6cm) 144Hz 300Nits FHD Gaming Laptop (16GB/512GB SSD/NVIDIA RTX 4050 6GB/100% sRGB/Win 11/Office 2021/3 Month Game Pass/Grey/2.4Kg), 83GS003VIN","73,990",https://www.amazon.in/Lenovo-i5-12450HX-39-6cm-300Nits-83GS003VIN/dp/B0D5DH91HV/ref=sr_1_465?dib=eyJ2IjoiMSJ9.3omCZXW-fueYASRt7j-ee6m_2gdHP5PU3AahnnxfTSMIZerQiKUt2ivBFtjPcAt-W2kxnexYd78w8KM3b12_2ownoCZym6COjVdzRmBwypwRn2fLpneOvNGkIGTqsyN7MHlde7KAn5ZdGyHwcoj9y-WFChuLFqgy2N5ESZHpgSAQC_N45Z0h01_agTZW0IiRvamlpUsq-xTtUOMEETkeDc1dCgSA64T9MvouGQzvRMPuWn365VYjq3r8PK5E071J6wDjIfyzLTfJ34A-whtwxuCD9fuTcpUs8kM8NlCT6TD1QNPdvDvQC8QgvhaOvoYvlqsJNA2FwzxDwidxb-Hjm4Wb7Xl8WNcym22TYdMQOCY.JbGuq7CrxTfdpojpNtPkllekm3GEvlkOaaWDUDn0Fg8&dib_tag=se&qid=1737616217&s=computers&sr=1-465&xpid=UXgihshJk2j2d,2025-01-23 13:11:56,Lenovo,China,15IAX9,,,,"One of the below: Hefei Bitland Information Technology Co.,Ltd - No.4088 Jiuxiu Road National Hefei economic & technology development area Hefei Anhui China LCFC（Hefei) Electronics Technology Co., Ltd. - NO.1-3188,YUNGU ROAD, HEFEI EXPORT PROCESSING ZONE. ANHUI PROVINCE,CHINA Tech-Com(Shanghai) Computer Co Ltd - No.6 Ln.58,San-Zhuang Rd., Songjiang EPZ ShangHai, China Wistron InfoComm (Kunshan) Co.Ltd - 168# First Avenue, Kunshan Export Processing Zone, Kunshan, Jiangsu, China Compal information technology (kunshan) CO., LTD. - Address: No. 58, the 1st street, Kunshan Export Processing Zone, Jiangsu, P.R.O.C. CHINA Kunshan Hichain storage Co. Ltd - No. 88 Xinxiang Road Avenue Kunshan CBZ Wujiang Hichain warehousing LTD - No.2088 Pangjin road, Wujiang economic development area, Jiangsu, China","Lenovo (India) Private Limited, RBD Icon, Level 2, Doddenakundi Village, Marathahalli Outer Ring Road, K. R. Puram Hobli, Bangalore 560037, Karnataka, India",,1 Piece,,Laptop,Lenovo,LOQ,Luna Grey,Gaming,54.1 Centimeters,35.9 Centimeters,15.6 Inches,1920 x 1080 pixel,8.7 x 35.9 x 54.1 cm; 3.6 kg,1 Lithium Polymer batteries required. (included),Intel,Intel Core i5,3.1 GHz,8,16,DDR5,32 GB,SSD,Speakers,,Intel,Dedicated,GDDR6,6 GB,PCI Express,Wi-Fi,4,10.8 Volts,Windows 11,Yes,60 Watt Hours,4,Laptop,3 kg 600 g,B0D5DH91HV,"2.0
1 rating
2.0 out of 5 stars","#17,665 in Computers & Accessories (See Top 100 in Computers & Accessories)
#499 in Traditional Laptops",28 May 2024,8.7 x 35.9 x 54.1 Centimeters,1920 x 1080,DDR5 RAM,Not Available,,512 GB,,,6 Hours,,,,,,,,2 x 2W speakers with Nahimic Audio & Sound Tracker,10 Watts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(Renewed) Dell Latitude Laptop E5480 Intel Core i5 7th Gen. - 7300u Processor, 8 GB Ram & 512 GB SSD, 14.1 inches Full HD Screen Notebook Computer Windows 10 Pro","16,589",https://www.amazon.in/Renewed-Dell-Latitude-Laptop-E5480/dp/B091M4P11C/ref=sr_1_466?dib=eyJ2IjoiMSJ9.3omCZXW-fueYASRt7j-ee6m_2gdHP5PU3AahnnxfTSMIZerQiKUt2ivBFtjPcAt-W2kxnexYd78w8KM3b12_2ownoCZym6COjVdzRmBwypwRn2fLpneOvNGkIGTqsyN7MHlde7KAn5ZdGyHwcoj9y-WFChuLFqgy2N5ESZHpgSAQC_N45Z0h01_agTZW0IiRvamlpUsq-xTtUOMEETkeDc1dCgSA64T9MvouGQzvRMPuWn365VYjq3r8PK5E071J6wDjIfyzLTfJ34A-whtwxuCD9fuTcpUs8kM8NlCT6TD1QNPdvDvQC8QgvhaOvoYvlqsJNA2FwzxDwidxb-Hjm4Wb7Xl8WNcym22TYdMQOCY.JbGuq7CrxTfdpojpNtPkllekm3GEvlkOaaWDUDn0Fg8&dib_tag=se&qid=1737616217&s=computers&sr=1-466&xpid=UXgihshJk2j2d,2025-01-23 13:11:56,Dell Computers,,E5480-i5-8-512-cr,,,,,,,,,,Dell,Latitude,Black,Notebook,0.9 Inches,9 Inches,14.1 Inches,1920 x 1080 pixels,33.53 x 22.86 x 2.29 cm; 1.74 kg,1 Lithium Ion batteries required. (included),Intel,Intel Core i5,,1,8 GB,DDR3,,Solid State Hard Drive,Speakers,intel,Intel,HD Graphic 520,,8 GB,,Wi-Fi,,,Windows 10 Pro,Yes,45 Watt Hours,3,,1 kg 740 g,B091M4P11C,"3.5
181 ratings
3.5 out of 5 stars","#20,018 in Computers & Accessories (See Top 100 in Computers & Accessories)
#142 in Valentine's Day (Amazon Renewed)
#565 in Traditional Laptops",3 April 2021,33.5 x 22.9 x 2.3 Centimeters,Full HD (1920 X 1080) Pixels,,,,512 GB,,,,5400 RPM,,Battery Powered,Windows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HP Laptop 15s, 12th Gen Intel Core i3-1215U, 15.6 inch(39.6cm) FHD Laptop(8GB RAM,512GB SSD,Intel UHD Graphics,Alexa,Dual Speakers,Numeric Keypad,Win 11,MSO 211.69 Kgs,Natural Silver) 15s-fr5009TU","35,990",https://www.amazon.in/HP-i3-1215U-Graphics-Speakers-15s-fr5009TU/dp/B0C3D78N9J/ref=sr_1_467?dib=eyJ2IjoiMSJ9.3omCZXW-fueYASRt7j-ee6m_2gdHP5PU3AahnnxfTSMIZerQiKUt2ivBFtjPcAt-W2kxnexYd78w8KM3b12_2ownoCZym6COjVdzRmBwypwRn2fLpneOvNGkIGTqsyN7MHlde7KAn5ZdGyHwcoj9y-WFChuLFqgy2N5ESZHpgSAQC_N45Z0h01_agTZW0IiRvamlpUsq-xTtUOMEETkeDc1dCgSA64T9MvouGQzvRMPuWn365VYjq3r8PK5E071J6wDjIfyzLTfJ34A-whtwxuCD9fuTcpUs8kM8NlCT6TD1QNPdvDvQC8QgvhaOvoYvlqsJNA2FwzxDwidxb-Hjm4Wb7Xl8WNcym22TYdMQOCY.JbGuq7CrxTfdpojpNtPkllekm3GEvlkOaaWDUDn0Fg8&dib_tag=se&qid=1737616217&s=computers&sr=1-467&xpid=UXgihshJk2j2d,2025-01-23 13:11:56,HP,China,15s-fr5009TU,52 x 30.6 x 7 cm; 1.69 kg,,,"SG66 – QUANTA CQ Tech-Front (CHongqing) computer CO.,LTD 18#, comprehensive bonded zone avenue, Shapingba District 401332 Chongqing China","HP India Sales pvt limited, 24 kothari Arena, Hosur main road, Adugodi , Bangalore -560030.",,1 Count,,Laptop,HP,HP Laptop,Natural Silver Ci3-12th gen 8GB,Netbook,,,39.6 Centimetres,1920 x 1080 pixels,,1 Lithium Ion batteries required. (included),Intel,Core i3,4.4 GHz,1,8 GB,DDR4,16 GB,SSD,"Headphones, Speakers",Intel UHD Graphics,Intel,Integrated,VRAM,,Integrated,"Bluetooth, Wi-Fi",2,,Windows 11 Home,Yes,,3,"Laptop, Power Adapter, User Manual",1 kg 690 g,B0C3D78N9J,"4.1
158 ratings
4.1 out of 5 stars","#12,230 in Computers & Accessories (See Top 100 in Computers & Accessories)
#377 in Traditional Laptops",24 April 2023,,1920 x 1080 Pixels,DDR4 SDRAM,,3200 GHz,512 GB,Solid State,,,7200 RPM,1,,,,,,Dual speakers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(Refurbished) Lenovo Thinkpad Touchscreen Laptop T480 Intel Core i5 8th Generation - 8350u Processor 8 GB Ram & 256 GB SSD, 14 Inches Notebook Computer","18,600",https://www.amazon.in/Renewed-Lenovo-Thinkpad-Touchscreen-Generation/dp/B0BJKRQD84/ref=sr_1_468?dib=eyJ2IjoiMSJ9.3omCZXW-fueYASRt7j-ee6m_2gdHP5PU3AahnnxfTSMIZerQiKUt2ivBFtjPcAt-W2kxnexYd78w8KM3b12_2ownoCZym6COjVdzRmBwypwRn2fLpneOvNGkIGTqsyN7MHlde7KAn5ZdGyHwcoj9y-WFChuLFqgy2N5ESZHpgSAQC_N45Z0h01_agTZW0IiRvamlpUsq-xTtUOMEETkeDc1dCgSA64T9MvouGQzvRMPuWn365VYjq3r8PK5E071J6wDjIfyzLTfJ34A-whtwxuCD9fuTcpUs8kM8NlCT6TD1QNPdvDvQC8QgvhaOvoYvlqsJNA2FwzxDwidxb-Hjm4Wb7Xl8WNcym22TYdMQOCY.JbGuq7CrxTfdpojpNtPkllekm3GEvlkOaaWDUDn0Fg8&dib_tag=se&qid=1737616217&s=computers&sr=1-468&xpid=UXgihshJk2j2d,2025-01-23 13:11:56,Lenovo,,T480-T-8th-i5-8-256-cr,,,,,,,1.00 count,,,Lenovo,T480-cr,black,Notebook,0.8 Centimeters,34 Centimeters,14 Inches,1366x768,23.5 x 34 x 0.8 cm; 1.68 kg,1 Lithium Ion batteries required.,Intel,Core i5 8250U,1.7 GHz,1,8 GB,DDR4,8 GB,SSD,Headphones,intel,Intel,Integrated,DDR SDRAM,,Integrated,Wi-Fi,2,,Windows 10 Pro,No,45 Watt Hours,1,"Laptop , Charger",1 kg 680 g,B0BJKRQD84,"3.7
35 ratings
3.7 out of 5 stars","#10,983 in Computers & Accessories (See Top 100 in Computers & Accessories)
#7 in Renewed Clearance Store
#330 in Traditional Laptops",18 October 2022,23.5 x 34 x 0.8 Centimeters,1080p Full HD Pixels,,No Optical Drive,,256 GB,,,,5400 RPM,,Battery Powered,Windows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
