title,price,url,scrape_date,tech_Brand,tech_Manufacturer,tech_Series,tech_Colour,tech_Form Factor,tech_Item Height,tech_Item Width,tech_Standing screen display size,tech_Screen Resolution,tech_Resolution,tech_Product Dimensions,tech_Batteries,tech_Item model number,tech_Processor Brand,tech_Processor Type,tech_Processor Speed,tech_Processor Count,tech_Memory Technology,tech_Maximum Memory Supported,tech_Hard Disk Description,tech_Audio Details,tech_Graphics Chipset Brand,tech_Graphics Card Description,tech_Graphics RAM Type,tech_Graphics Card Interface,tech_Connectivity Type,tech_Operating System,tech_Average Battery Life (in hours),tech_Are Batteries Included,tech_Lithium Battery Energy Content,tech_Number of Lithium Ion Cells,tech_Included Components,tech_Country of Origin,tech_Item Weight,info_ASIN,info_Customer Reviews,info_Best Sellers Rank,info_Date First Available,info_Packer,info_Importer,info_Item Dimensions LxWxH,info_Net Quantity,info_Generic Name,tech_RAM Size,tech_Computer Memory Type,tech_Hard Drive Size,tech_Hard Drive Interface,tech_Graphics Coprocessor,tech_Graphics Card Ram Size,tech_Package Dimensions,tech_Memory Clock Speed,tech_Number of USB 2.0 Ports,tech_Number of USB 3.0 Ports,tech_Number of HDMI Ports,tech_Voltage,tech_Wattage,tech_Optical Drive Type,tech_Speaker Description,tech_Rear Webcam Resolution,tech_Power Source,tech_Hardware Platform,tech_Hard Disk Rotational Speed,tech_Wireless Type,tech_Lithium Battery Weight,tech_Front Webcam Resolution,tech_Number of Ethernet Ports,tech_Model,tech_Model Name,tech_Model Year,tech_Memory Storage Capacity,tech_Memory Slots Available,tech_Flash Memory Installed Size,tech_Ram Memory Installed Size,tech_RAM memory maximum size,tech_Ram Memory Technology,tech_Processor model number,tech_Hardware Interface,tech_Special Features,tech_Chipset Type,tech_Mounting Hardware,tech_Number of items,tech_Software included,tech_Display Technology,tech_Display Type,tech_Colour Screen,tech_Audio Output Type,tech_Video Output,tech_Batteries Included,tech_Batteries Required,tech_Battery cell composition,tech_Refresh Rate,tech_Number of Ports,tech_Total USB ports,tech_Keyboard Description,tech_Connector Type,tech_Device interface - primary,tech_Has audio recording capabilities,tech_Supports Bluetooth Technology,tech_Average Battery Standby Life (in hours),tech_Number of Lithium Metal Cells,tech_Battery Average Life,tech_Battery Average Life Standby
Acer Aspire 3 AMD 3020e Dual core Processor (4GB DDR4 RAM / 1TB HDD/Windows 11 Home/Black/Narrow Bezel / 1.9 Kg) A314-22 with 14 inches (35.5 cm) HD Display Laptop,"22,999",https://www.amazon.in/Acer-Processor-Display-Windows-A314-22/dp/B09STP52KH/ref=sr_1_1061?dib=eyJ2IjoiMSJ9.T28bC-rF0VgGL_AhqC3_BogAX4ZYjl2PTo_twvtr9vuYpBwcSd0otxEPOCPzDhXyWUoZ0vcU97I5I1ekiIFjHwD9AtWeJ0PbHlvtF_vUXIZy0kutVP_REeiw68UtU1XDbOGd4HRnkw7NsQBDV0bHm2FzwXA9avS1Y8KVUn9XDkuL_t-uPdPplnSNpRXnM17yB_RIwTQW4iYwdN0EicOqAMmZILjMf7Zfxzw0G74ZN-SsMS20yQ1HDUc1HURtZbGQj_cu1Gvyih33_E9cjfZleHQdbp2WOgae1KENUk0KtDsOzsCf6y13UOsWza3WbtIz7ofPgns8RSa1p9WZ2s50ZMe1oeN4lsj9kynTfrvBdhQ.-loIAOhjWu_gkAhFro9G3dns--f2jHyWT5aqp2k9DHM&dib_tag=se&qid=1737658606&s=computers&sr=1-1061&xpid=aGsdZ06zmnQzo,2025-01-24 00:31:40,Acer,Acer,,,Laptop,,,14 Inches,1366 x 768,1366 x 768 Pixels,23.6 x 32.8 x 2 cm; 1.9 kg,1 Lithium Ion batteries required. (included),A314-22,AMD,A-Series,1.2 GHz,1,,,HDD,,,Integrated,,Integrated,,Windows 11 Home,,,,,,India,1 kg 900 g,B09STP52KH,"3.4
645 ratings
3.4 out of 5 stars","#203,444 in Electronics (See Top 100 in Electronics)
#1,355 in Traditional Laptops",18 February 2022,"QUANTA-CQ, Tech-Front(Chongqing)Computer Co., Ltd (Quanta Chongqing), 18#,Zongbao Road, Shapingba District, Chongqing, China","ACER INDIA PRIVATE LIMITED Embassy Heights, 6th Floor, No. 13 Magrath Road, Next to HOSMAT Hospital, Bangalore, INDIA – 560025",23.6 x 32.8 x 2 Centimeters,1 Count,Laptops,4 GB,DDR4 SDRAM,1 TB,Serial ATA,AMD Radeon Graphics,4 GB,,,,,,,36.7 Watt Hours,,,,Battery Powered,Windows,,802.11a/b/g/n/ac,,,,A314-22,Aspire 3,2021,1 TB,1,,4 GB,8 GB,DDR4,AMD 3020e dual-core processor,USB,Portable,amd,"Laptop, Power adapter, User guide, Waranty documents",1,,LCD,FHD,,Speakers,,Yes,Yes,Lithium Ion,,4,3,Traditional,"Wi-Fi, USB, HDMI",Touch Bar,,,,,8 Hours,9.5 Hours
"Dell Inspiron 7430 2in1 Touch Laptop, 13th Gen Intel Core i3-1315U/8GB LP DDR5/1TB SSD/14.0"" (35.56cm) FHD+ Display/Active Pen/Win 11 + MSO'21/15 Month McAfee/Platinum Silver/Thin & Light-1.58kg","63,990",https://www.amazon.in/Dell-Inspiron-i3-1315U-Platinum-Light-1-58kg/dp/B0CCSRYHQ7/ref=sr_1_1062?dib=eyJ2IjoiMSJ9.T28bC-rF0VgGL_AhqC3_BogAX4ZYjl2PTo_twvtr9vuYpBwcSd0otxEPOCPzDhXyWUoZ0vcU97I5I1ekiIFjHwD9AtWeJ0PbHlvtF_vUXIZy0kutVP_REeiw68UtU1XDbOGd4HRnkw7NsQBDV0bHm2FzwXA9avS1Y8KVUn9XDkuL_t-uPdPplnSNpRXnM17yB_RIwTQW4iYwdN0EicOqAMmZILjMf7Zfxzw0G74ZN-SsMS20yQ1HDUc1HURtZbGQj_cu1Gvyih33_E9cjfZleHQdbp2WOgae1KENUk0KtDsOzsCf6y13UOsWza3WbtIz7ofPgns8RSa1p9WZ2s50ZMe1oeN4lsj9kynTfrvBdhQ.-loIAOhjWu_gkAhFro9G3dns--f2jHyWT5aqp2k9DHM&dib_tag=se&qid=1737658606&s=computers&sr=1-1062&xpid=aGsdZ06zmnQzo,2025-01-24 00:31:40,Dell,Dell India Pvt Ltd,Inspiron 7430,Platinum Silver,Laptop,42 Centimeters,7.2 Centimeters,14 Inches,1920 x 1200 pixel,1920 x 1200 Pixels,42 x 7.2 x 42 cm; 1.58 kg,1 Lithium Ion batteries required. (included),Inspiration 7430,Intel,Core i3,4.5 GHz,1,Lpddr 5,16 GB,SSD,Speakers,Intel,Integrated,Shared,Integrated,Bluetooth,Windows 11 Home,,Yes,2.6 Watt Hours,4,"User Manual, Laptop, Charger & Adapter, Dell Active Pen",,1 kg 580 g,B0CCSRYHQ7,"3.8
22 ratings
3.8 out of 5 stars","#54,515 in Computers & Accessories (See Top 100 in Computers & Accessories)
#52 in 2 in 1 Laptops",25 July 2023,Dell India Pvt Ltd,Dell India Pvt Ltd,42 x 7.2 x 42 Centimeters,1 Count,2in1 Laptop,8 GB,,1 TB,USB 3.2,,,,,,1,1,240 Volts,,,,0.92 MP,Battery Powered,,,Bluetooth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(Refurbished) Lenovo ThinkPad L460 6th Gen Intel Core i7 Thin & Light HD Laptop (8 GB RAM/256 GB SSD/14"" (35.6 cm) HD/Windows 11 Pro/MS Office/WiFi/BT/Webcam/Intel Graphics)","14,999",https://www.amazon.in/Refurbished-Lenovo-ThinkPad-Windows-Graphics/dp/B0DC493H77/ref=sr_1_1063?dib=eyJ2IjoiMSJ9.T28bC-rF0VgGL_AhqC3_BogAX4ZYjl2PTo_twvtr9vuYpBwcSd0otxEPOCPzDhXyWUoZ0vcU97I5I1ekiIFjHwD9AtWeJ0PbHlvtF_vUXIZy0kutVP_REeiw68UtU1XDbOGd4HRnkw7NsQBDV0bHm2FzwXA9avS1Y8KVUn9XDkuL_t-uPdPplnSNpRXnM17yB_RIwTQW4iYwdN0EicOqAMmZILjMf7Zfxzw0G74ZN-SsMS20yQ1HDUc1HURtZbGQj_cu1Gvyih33_E9cjfZleHQdbp2WOgae1KENUk0KtDsOzsCf6y13UOsWza3WbtIz7ofPgns8RSa1p9WZ2s50ZMe1oeN4lsj9kynTfrvBdhQ.-loIAOhjWu_gkAhFro9G3dns--f2jHyWT5aqp2k9DHM&dib_tag=se&qid=1737658606&s=computers&sr=1-1063&xpid=aGsdZ06zmnQzo,2025-01-24 00:31:40,Lenovo,Lenovo,Lenovo ThinkPad L460,,Laptop,,,14 Inches,1366 x 768,1366 x 768 Pixels,,1 Lithium Ion batteries required. (included),,Intel,Intel Core i7,2.5 GHz,1,DDR3,32 GB,SSD,Headphones,Intel,Integrated,Shared,,"Bluetooth, Wi-Fi",Windows,,Yes,54 Watt Hours,3,"Laptop, Power Cord, Battery",India,1 kg 900 g,B0DC493H77,"1.0
1 rating
1.0 out of 5 stars","#65,396 in Computers & Accessories (See Top 100 in Computers & Accessories)
#2,022 in Traditional Laptops",3 August 2024,,,,1.00 count,,,,,,,,45 x 35 x 15 cm; 1.9 kg,,,,,230 Volts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MSI Cyborg 14, Intel 13th Gen. i7-13620H, 36CM FHD+ 144Hz Gaming Laptop(16GB/512GB NVMe SSD/Windows 11 Home/MSO 2021/Nvidia GeForce RTX2050, 4GB GDDR6/Translucent Black/1.6Kg), A13UCX-204IN","67,990",https://www.amazon.in/MSI-i7-13620H-Windows-Translucent-A13UCX-204IN/dp/B0D6N54BFH/ref=sr_1_1064?dib=eyJ2IjoiMSJ9.T28bC-rF0VgGL_AhqC3_BogAX4ZYjl2PTo_twvtr9vuYpBwcSd0otxEPOCPzDhXyWUoZ0vcU97I5I1ekiIFjHwD9AtWeJ0PbHlvtF_vUXIZy0kutVP_REeiw68UtU1XDbOGd4HRnkw7NsQBDV0bHm2FzwXA9avS1Y8KVUn9XDkuL_t-uPdPplnSNpRXnM17yB_RIwTQW4iYwdN0EicOqAMmZILjMf7Zfxzw0G74ZN-SsMS20yQ1HDUc1HURtZbGQj_cu1Gvyih33_E9cjfZleHQdbp2WOgae1KENUk0KtDsOzsCf6y13UOsWza3WbtIz7ofPgns8RSa1p9WZ2s50ZMe1oeN4lsj9kynTfrvBdhQ.-loIAOhjWu_gkAhFro9G3dns--f2jHyWT5aqp2k9DHM&dib_tag=se&qid=1737658606&s=computers&sr=1-1064&xpid=aGsdZ06zmnQzo,2025-01-24 00:31:40,MSI,MSI,Cyborg 14,Translucent Black,Laptop,,,36 Centimetres,1920 x 1200 pixel,,,1 Lithium Polymer batteries required. (included),,Intel,Intel Core i7,1.8 GHz,1,DDR5,64 GB,SSD,"Headphones, Speakers",NVIDIA,Dedicated,GDDR6,PCI Express,"Bluetooth, Wi-Fi",Windows 11 Home,6 Hours,Yes,53.5 Watt Hours,3,"Laptop, Power Adapter, Battery",,1 kg 600 g,B0D6N54BFH,"5.0
1 rating
5.0 out of 5 stars","#66,418 in Computers & Accessories (See Top 100 in Computers & Accessories)
#2,053 in Traditional Laptops",10 June 2024,"Micro-Star International Co., Ltd. No. 88 East Qianjin Road, Kunshan City, Jiangsu, China","Any one of the below: 1.Acro Engineering Company C-87 DDA Sheds, Okhla Industrial Area, Phase-1, New Delhi 110020, India 2.Redington (India) Limited “Redington House” Centre Point, Plot Nos. 8 & 11 (SP) Thiru. Vi. Ka, Industrial Estate, Chennai 600032, India 3.Ingram Micro India Private Limited 5th Floor, Empire Plaza, Building A, LBS Marg, Vikhroli West, Mumbai 400083, India 4.World Peace International (India) Private Limited Building No. 26, 2nd Floor, Okhla Phase III, New Delhi 110020, India.",,1 Count,Laptop,16,,,,NVIDIA GeForce RTX 2050,4 GB,44.7 x 30 x 8.7 cm; 1.6 kg,5200 MHz,,2,,65 Volts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HP 14, AMD Ryzen 5 8640HS, 16GB LPDDR5, 512GB SSD, (Win11, Office21, Silver, 1.44kg) Anti-glare, IPS,14-inch(35.6cm), WUXGA Laptop, AMD Radeon graphics, 5MP IR camera, Backlit KB, Poly Studio,fa0038AU","92,981",https://www.amazon.in/HP-Enhanced-14-inch-Graphics-fa0038AU/dp/B0CWFDV1X2/ref=sr_1_1065?dib=eyJ2IjoiMSJ9.T28bC-rF0VgGL_AhqC3_BogAX4ZYjl2PTo_twvtr9vuYpBwcSd0otxEPOCPzDhXyWUoZ0vcU97I5I1ekiIFjHwD9AtWeJ0PbHlvtF_vUXIZy0kutVP_REeiw68UtU1XDbOGd4HRnkw7NsQBDV0bHm2FzwXA9avS1Y8KVUn9XDkuL_t-uPdPplnSNpRXnM17yB_RIwTQW4iYwdN0EicOqAMmZILjMf7Zfxzw0G74ZN-SsMS20yQ1HDUc1HURtZbGQj_cu1Gvyih33_E9cjfZleHQdbp2WOgae1KENUk0KtDsOzsCf6y13UOsWza3WbtIz7ofPgns8RSa1p9WZ2s50ZMe1oeN4lsj9kynTfrvBdhQ.-loIAOhjWu_gkAhFro9G3dns--f2jHyWT5aqp2k9DHM&dib_tag=se&qid=1737658606&s=computers&sr=1-1065&xpid=aGsdZ06zmnQzo,2025-01-24 00:31:40,HP,HP,14-fa0038AU,Silver,Convertible,38.1 Centimeters,28 Centimeters,14 Inches,1920 x 1200 pixels,1920 x 1200 Pixels,10.1 x 28 x 38.1 cm; 2.73 kg,1 Lithium Ion batteries required. (included),A00PMPA,AMD,Ryzen 5,4.9 GHz,1,Lpddr 5,16 GB,SSD,,AMD,Integrated,DDR5 SDRAM,Integrated,Wi-Fi,Windows 11 Home,14 Hours,Yes,59 Watt Hours,3,"Laptop, Power Adapter, User Manual",China,2 kg 730 g,B0CWFDV1X2,"5.0
3 ratings
5.0 out of 5 stars","#57,466 in Computers & Accessories (See Top 100 in Computers & Accessories)
#1,740 in Traditional Laptops",21 March 2024,"SG69 - Compal NO. 15, THIRD AVENUE, A ZONE, KUNSHAN COMPREHENSIVE FREETRADE ZONE, KUNSHAN, JIANGSU, CHINA","HP India Sales pvt limited, 24 kothari Arena, Hosur main road, Adugodi , Bangalore -560030.",10.1 x 28 x 38.1 Centimeters,1 Count,Laptop,16,,512 GB,,AMD Radeon Graphics,,,,,,,,,,Audio by Poly Studio; Dual speakers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lenovo IdeaPad Flex 5 Intel Core i3 1315U 14""(35.5cm) WUXGA+ IPS 2-in-1 Laptop (8GB/512GB SSD/Win 11/Office 2021/Backlit KB/FPR/FHD Camera/Alexa/3 Month Game Pass/Arctic Grey/1.5Kg),82Y0004YIN","59,400",https://www.amazon.in/Lenovo-IdeaPad-35-5cm-Backlit-82Y0004YIN/dp/B0CFF3XYXC/ref=sr_1_1066?dib=eyJ2IjoiMSJ9.T28bC-rF0VgGL_AhqC3_BogAX4ZYjl2PTo_twvtr9vuYpBwcSd0otxEPOCPzDhXyWUoZ0vcU97I5I1ekiIFjHwD9AtWeJ0PbHlvtF_vUXIZy0kutVP_REeiw68UtU1XDbOGd4HRnkw7NsQBDV0bHm2FzwXA9avS1Y8KVUn9XDkuL_t-uPdPplnSNpRXnM17yB_RIwTQW4iYwdN0EicOqAMmZILjMf7Zfxzw0G74ZN-SsMS20yQ1HDUc1HURtZbGQj_cu1Gvyih33_E9cjfZleHQdbp2WOgae1KENUk0KtDsOzsCf6y13UOsWza3WbtIz7ofPgns8RSa1p9WZ2s50ZMe1oeN4lsj9kynTfrvBdhQ.-loIAOhjWu_gkAhFro9G3dns--f2jHyWT5aqp2k9DHM&dib_tag=se&qid=1737658606&s=computers&sr=1-1066&xpid=aGsdZ06zmnQzo,2025-01-24 00:31:40,Lenovo,Lenovo,IdeaPad Flex 5 14IRU8,Arctic Grey,Convertible,48 Centimeters,6.7 Centimeters,14 Inches,1920 x 1200 pixel,1920 x 1200 Pixels,48 x 6.7 x 48 cm; 1.5 kg,1 Lithium Polymer batteries required. (included),82Y0004YIN,Intel,Intel Core i3,1.2 GHz,6,DDR4,16 GB,SSD,"Headphones, Speakers",Intel,Integrated,Shared,Integrated,"Bluetooth, Wi-Fi",Windows 11 Home,7.5 Hours,Yes,52.5 Watt Hours,4,Laptop,,1 kg 500 g,B0CFF3XYXC,"4.6
4 ratings
4.6 out of 5 stars","#55,227 in Computers & Accessories (See Top 100 in Computers & Accessories)
#55 in 2 in 1 Laptops",11 August 2023,"One of the below: Hefei Bitland Information Technology Co.,Ltd - No.4088 Jiuxiu Road National Hefei economic & technology development area Hefei Anhui China LCFC（Hefei) Electronics Technology Co., Ltd. - NO.1-3188,YUNGU ROAD, HEFEI EXPORT PROCESSING ZONE. ANHUI PROVINCE,CHINA Tech-Com(Shanghai) Computer Co Ltd - No.6 Ln.58,San-Zhuang Rd., Songjiang EPZ ShangHai, China Wistron InfoComm (Kunshan) Co.Ltd - 168# First Avenue, Kunshan Export Processing Zone, Kunshan, Jiangsu, China Compal information technology (kunshan) CO., LTD. - Address: No. 58, the 1st street, Kunshan Export Processing Zone, Jiangsu, P.R.O.C. CHINA Kunshan Hichain storage Co. Ltd - No. 88 Xinxiang Road Avenue Kunshan CBZ Wujiang Hichain warehousing LTD - No.2088 Pangjin road, Wujiang economic development area, Jiangsu, China","Lenovo (India) Private Limited, RBD Icon, Level 2, Doddenakundi Village, Marathahalli Outer Ring Road, K. R. Puram Hobli, Bangalore 560037, Karnataka, India",48 x 6.7 x 48 Centimeters,1 Piece,Laptop,8 GB,DDR4 SDRAM,512 GB,,Intel UHD Graphics,8 GB,,,,3,,7.6 Volts,,No Optical Drive,"Stereo speakers, 2W x2, optimized with Dolby Audio",,Battery Powered,,7200 RPM,Bluetooth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11 Hours,,,
"MSI Modern 15, Intel 13th Gen. i7-1355U, 40CM FHD 60Hz Laptop (8GB/512GB NVMe SSD/Windows 11 Home/Iris Xe Graphics/Star Blue/1.7Kg), B13M-290IN","46,750",https://www.amazon.in/MSI-Modern-15-i7-1355U-Windows/dp/B0BX9PH464/ref=sr_1_1057?dib=eyJ2IjoiMSJ9.T28bC-rF0VgGL_AhqC3_BogAX4ZYjl2PTo_twvtr9vuYpBwcSd0otxEPOCPzDhXyWUoZ0vcU97I5I1ekiIFjHwD9AtWeJ0PbHlvtF_vUXIZy0kutVP_REeiw68UtU1XDbOGd4HRnkw7NsQBDV0bHm2FzwXA9avS1Y8KVUn9XDkuL_t-uPdPplnSNpRXnM17yB_RIwTQW4iYwdN0EicOqAMmZILjMf7Zfxzw0G74ZN-SsMS20yQ1HDUc1HURtZbGQj_cu1Gvyih33_E9cjfZleHQdbp2WOgae1KENUk0KtDsOzsCf6y13UOsWza3WbtIz7ofPgns8RSa1p9WZ2s50ZMe1oeN4lsj9kynTfrvBdhQ.-loIAOhjWu_gkAhFro9G3dns--f2jHyWT5aqp2k9DHM&dib_tag=se&qid=1737658606&s=computers&sr=1-1057&xpid=aGsdZ06zmnQzo,2025-01-24 00:31:40,MSI,MSI,Modern 15 B13M-290IN,,Ultra-Portable,20 Millimeters,24.1 Centimeters,40 Centimetres,1920 x 1080 pixel,,35.9 x 24.1 x 2 cm; 1.7 kg,1 Lithium Polymer batteries required. (included),Modern 15 B13M-290IN,Intel,Core i7,5 GHz,1,DDR4,8 GB,SSD,"Headphones, Speakers",Intel,Integrated,Shared,Integrated,"Bluetooth, Wi-Fi",Windows 11 Home,,Yes,,3,"Laptop, Power Adapter",China,1 kg 700 g,B0BX9PH464,,"#65,096 in Computers & Accessories (See Top 100 in Computers & Accessories)
#2,012 in Traditional Laptops",2 March 2023,"Micro-Star International Co., Ltd. No. 88 East Qianjin Road, Kunshan City, Jiangsu, China","Micro-Star International Co., Ltd. No. 88 East Qianjin Road, Kunshan City, Jiangsu, China",35.9 x 24.1 x 2 Centimeters,1 Piece,Laptop,8 GB,,,PCIE x 4,Intel Iris Xe Graphics,8 GB,,,2,2,,8.4 Volts,,,,0.92 MP,Battery Powered,"PC, Linux",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HP Victus Gaming Laptop, AMD Ryzen 5 5600H, 4GB GTX 1650 GPU, 16.1-inch (40.9 cm) FHD IPS 144Hz, 8GB DDR4, 512GB SSD, Backlit KB, 7ms response time (Win 11, MSO, Silver, 2.48 kg), e0301AX","54,890",https://www.amazon.in/Processor-Geforce-Backlit-Keyboard-16-E0301Ax/dp/B09RX35BKN/ref=sr_1_1058?dib=eyJ2IjoiMSJ9.T28bC-rF0VgGL_AhqC3_BogAX4ZYjl2PTo_twvtr9vuYpBwcSd0otxEPOCPzDhXyWUoZ0vcU97I5I1ekiIFjHwD9AtWeJ0PbHlvtF_vUXIZy0kutVP_REeiw68UtU1XDbOGd4HRnkw7NsQBDV0bHm2FzwXA9avS1Y8KVUn9XDkuL_t-uPdPplnSNpRXnM17yB_RIwTQW4iYwdN0EicOqAMmZILjMf7Zfxzw0G74ZN-SsMS20yQ1HDUc1HURtZbGQj_cu1Gvyih33_E9cjfZleHQdbp2WOgae1KENUk0KtDsOzsCf6y13UOsWza3WbtIz7ofPgns8RSa1p9WZ2s50ZMe1oeN4lsj9kynTfrvBdhQ.-loIAOhjWu_gkAhFro9G3dns--f2jHyWT5aqp2k9DHM&dib_tag=se&qid=1737658606&s=computers&sr=1-1058&xpid=aGsdZ06zmnQzo,2025-01-24 00:31:40,HP,HP Inc.,16-e0301aX,Mica Silver,Laptop,24 Millimeters,26.2 Centimeters,16.1 Inches,1920 x 1080 pixel,1920 x 1080 Pixels,37 x 26.2 x 2.4 cm; 2.48 kg,1 Lithium Ion batteries required. (included),AAA-CCC-FR-0714-49A-160,AMD,AMD Ryzen 5 5600X,4.2 GHz,1,DDR4,32 GB,SSD,"Headphones, Speakers",AMD,Dedicated,GDDR6,PCI Express,"Bluetooth, Wi-Fi",Windows 11 Home,,Yes,70 Watt Hours,4,"Laptop, power adapter, User Manuals",China,2 kg 480 g,B09RX35BKN,"4.3
481 ratings
4.3 out of 5 stars","#45,712 in Computers & Accessories (See Top 100 in Computers & Accessories)
#1,342 in Traditional Laptops",7 February 2022,HP India Sales Pvt. Ltd.,HP India Sales Pvt. Ltd.,37 x 26.2 x 2.4 Centimeters,1 Unit,Victus Gaming Laptop,8 GB,,512 GB,Solid State,NVIDIA GeForce GTX 1650,4 GB,,,,3,1,240 Volts,200 Watts,No Optical Drive,"Audio by B&O, Dual Speakers",,Battery Powered,,,Bluetooth,,720 Pixels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(Refurbished) Lenovo IdeaPad Slim 3 13th Gen Intel Core i7-13620H 15"" (38.1cm) FHD IPS 300 Nits Thin & Light Laptop (16GB/512GB SSD/Win 11/Office 2021/Alexa built-in/3 month Game Pass/Grey/1.62Kg), 83EM008GIN","55,878",https://www.amazon.in/Refurbished-Lenovo-IdeaPad-i7-13620H-83EM008GIN/dp/B0D9BSQKQV/ref=sr_1_1059?dib=eyJ2IjoiMSJ9.T28bC-rF0VgGL_AhqC3_BogAX4ZYjl2PTo_twvtr9vuYpBwcSd0otxEPOCPzDhXyWUoZ0vcU97I5I1ekiIFjHwD9AtWeJ0PbHlvtF_vUXIZy0kutVP_REeiw68UtU1XDbOGd4HRnkw7NsQBDV0bHm2FzwXA9avS1Y8KVUn9XDkuL_t-uPdPplnSNpRXnM17yB_RIwTQW4iYwdN0EicOqAMmZILjMf7Zfxzw0G74ZN-SsMS20yQ1HDUc1HURtZbGQj_cu1Gvyih33_E9cjfZleHQdbp2WOgae1KENUk0KtDsOzsCf6y13UOsWza3WbtIz7ofPgns8RSa1p9WZ2s50ZMe1oeN4lsj9kynTfrvBdhQ.-loIAOhjWu_gkAhFro9G3dns--f2jHyWT5aqp2k9DHM&dib_tag=se&qid=1737658606&s=computers&sr=1-1059&xpid=aGsdZ06zmnQzo,2025-01-24 00:31:40,Lenovo,Lenovo,IdeaPad Slim 3,Arctic Grey,Thin & Light,,,15 Inches,1921 x 1080 pixel,1920 x 1080 Pixels,,,15IRH8-cr,Intel,Intel Core i7,2.4 GHz,10,Lpddr 5,16 GB,SSD,Speakers,Intel,Integrated,Shared,,"Bluetooth, Wi-Fi",Windows 11 Home,6 Hours,Yes,47 Watt Hours,4,"User Guide, Laptop, Power Adapter",,1 kg 620 g,B0D9BSQKQV,"1.0
2 ratings
1.0 out of 5 stars","#65,320 in Computers & Accessories (See Top 100 in Computers & Accessories)
#2,020 in Traditional Laptops",12 July 2024,,,,1 Piece,Laptop,,DDR5 RAM,512 GB,PCIE x 4,Intel UHD Graphics,,48.4 x 33.2 x 7.2 cm; 1.62 kg,,,,,,,,Built-in speakers are available for audio output.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FUTOPIA ULTIMUS PRO Intel Dual Core ~2.8 GHz 4GB RAM 128 GB eMMC Expandable ~ 512 GB, 14.1"" HD Display Intel HD Graphics Win 11 Home 1.20 Kg Thin & Light Laptop Spider Grey","14,029",https://www.amazon.in/FUTOPIA-ULTIMUS-Celeron-Expandable-Graphics/dp/B0CY2PQKSM/ref=sr_1_1060?dib=eyJ2IjoiMSJ9.T28bC-rF0VgGL_AhqC3_BogAX4ZYjl2PTo_twvtr9vuYpBwcSd0otxEPOCPzDhXyWUoZ0vcU97I5I1ekiIFjHwD9AtWeJ0PbHlvtF_vUXIZy0kutVP_REeiw68UtU1XDbOGd4HRnkw7NsQBDV0bHm2FzwXA9avS1Y8KVUn9XDkuL_t-uPdPplnSNpRXnM17yB_RIwTQW4iYwdN0EicOqAMmZILjMf7Zfxzw0G74ZN-SsMS20yQ1HDUc1HURtZbGQj_cu1Gvyih33_E9cjfZleHQdbp2WOgae1KENUk0KtDsOzsCf6y13UOsWza3WbtIz7ofPgns8RSa1p9WZ2s50ZMe1oeN4lsj9kynTfrvBdhQ.-loIAOhjWu_gkAhFro9G3dns--f2jHyWT5aqp2k9DHM&dib_tag=se&qid=1737658606&s=computers&sr=1-1060&xpid=aGsdZ06zmnQzo,2025-01-24 00:31:40,FUTOPIA,Futopia Global Pvt Ltd,NU14U3INC43BN,Spider Grey,Laptop,39.2 Centimeters,32.6 Centimeters,14.1 Inches,1366 x 768,1366 x 768 Pixels,8.9 x 32.6 x 39.2 cm; 1.75 kg,1 Lithium Ion batteries required.,NU14U5INC43BN,Intel,Celeron N4020,1.1 GHz,2,DDR4,8 GB,Emmc,"Headphones, Speaker",Intel,Integrated,GDDR4,Integrated,"Bluetooth, Wi-Fi",Windows 11 Home,6 Hours,,,1,"Laptop, User Manual, Warranty Card, Adapter",India,1 kg 750 g,B0CY2PQKSM,"3.1
18 ratings
3.1 out of 5 stars","#56,047 in Computers & Accessories (See Top 100 in Computers & Accessories)
#1,682 in Traditional Laptops",21 April 2024,Futopia Global Pvt Ltd,,8.9 x 32.6 x 39.2 Centimeters,1 count,Laptop,4,DDR4 SDRAM,128 GB,PCIE x 2,Intel UHD Graphics 600,4 GB,,2.8 GHz,1,1,1,6 Volts,,,Dual Stereo,,,,,802.11a/b/g/n/ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24 Hours,,,
