title,price,url,scrape_date,tech_Brand,tech_Manufacturer,tech_Series,tech_Colour,tech_Form Factor,tech_Item Height,tech_Item Width,tech_Standing screen display size,tech_Screen Resolution,tech_Resolution,tech_Product Dimensions,tech_Batteries,tech_Item model number,tech_Processor Brand,tech_Processor Type,tech_Processor Speed,tech_Processor Count,tech_Memory Technology,tech_Maximum Memory Supported,tech_Hard Disk Description,tech_Audio Details,tech_Graphics Chipset Brand,tech_Graphics Card Description,tech_Graphics RAM Type,tech_Graphics Card Interface,tech_Connectivity Type,tech_Operating System,tech_Average Battery Life (in hours),tech_Are Batteries Included,tech_Lithium Battery Energy Content,tech_Number of Lithium Ion Cells,tech_Included Components,tech_Country of Origin,tech_Item Weight,info_ASIN,info_Customer Reviews,info_Best Sellers Rank,info_Date First Available,info_Packer,info_Importer,info_Item Dimensions LxWxH,info_Net Quantity,info_Generic Name,tech_RAM Size,tech_Computer Memory Type,tech_Hard Drive Size,tech_Hard Drive Interface,tech_Graphics Coprocessor,tech_Graphics Card Ram Size,tech_Package Dimensions,tech_Memory Clock Speed,tech_Number of USB 2.0 Ports,tech_Number of USB 3.0 Ports,tech_Number of HDMI Ports,tech_Voltage,tech_Wattage,tech_Optical Drive Type,tech_Speaker Description,tech_Rear Webcam Resolution,tech_Power Source,tech_Hardware Platform,tech_Hard Disk Rotational Speed,tech_Wireless Type,tech_Lithium Battery Weight,tech_Front Webcam Resolution,tech_Number of Ethernet Ports,tech_Model,tech_Model Name,tech_Model Year,tech_Memory Storage Capacity,tech_Memory Slots Available,tech_Flash Memory Installed Size,tech_Ram Memory Installed Size,tech_RAM memory maximum size,tech_Ram Memory Technology,tech_Processor model number,tech_Hardware Interface,tech_Special Features,tech_Chipset Type,tech_Mounting Hardware,tech_Number of items,tech_Software included,tech_Display Technology,tech_Display Type,tech_Colour Screen,tech_Audio Output Type,tech_Video Output,tech_Batteries Included,tech_Batteries Required,tech_Battery cell composition,tech_Refresh Rate,tech_Number of Ports,tech_Total USB ports,tech_Keyboard Description,tech_Connector Type,tech_Device interface - primary,tech_Has audio recording capabilities,tech_Supports Bluetooth Technology,tech_Average Battery Standby Life (in hours),tech_Number of Lithium Metal Cells,tech_Battery Average Life,tech_Battery Average Life Standby,tech_Notebook Display Technology,tech_Number of Microphone Ports,tech_Number of Audio-out Ports,tech_Compatible Devices,tech_Cellular technology,tech_Device type,tech_ASIN,info_Manufacturer,info_Item Weight,info_Included Components,tech_Processor Socket,tech_Audio Features Description,tech_Microphone format,tech_Item dimensions L x W x H,tech_Recommended Uses For Product,tech_Theme,tech_Cartoon Character,tech_Number of Pieces,tech_Style,tech_Reusability,tech_Pattern,tech_Finish Type
"MSI Modern 14 H, Intel Core i5 13420H,36Cm Laptop(16GB/512GB NVME SSD/Windows 11 Home/Iris Xe/Classic Black/1.6Kg), D13MG-073IN","52,990",https://www.amazon.in/Modern-13420H-Windows-Classic-D13MG-073IN/dp/B0D22L1L1X/ref=sr_1_1177?dib=eyJ2IjoiMSJ9.8RLc4grCfO5d5TSBsUWzdnNDtfrRzBiefF6fG_zHC5f0oBJSCPZ1mMZQzE8m8MbsUZG6_s450HUHtDqgPfvxg_KL1KOghP5q7FPbc5euKO9xwW9s5YcX1ErZcELevOPcWSVdTcqPio2C6lwRvzB1p0l9UFeAcCGkO_HaQEKy6c5CQPALtn8kC-GV5ToDTJWo5UZ0GyljA17fkvCBd1p9mVCz96MFdSq5RU7ej_jhCVwbq9Vgh-UDshS87bHWMn71AKKHr-T9_WaUcepDUx-eJe9h1cU27lMI43mhfrCyCMiBEMs0Dy8I2v3WZ5RtpKocOSYB_rArjrbQzpqJiGMDpwiOIyGf3K-cJtc_D5JNdbs.dajqULntQMBVqqOzSI5ux4PNy_4PMxgS5jj18te9nT8&dib_tag=se&qid=1737661079&s=computers&sr=1-1177&xpid=aGsdZ06zmnQzo,24-01-2025 01:47,MSI,MSI,Modern 14 H,Classic Black,Laptop,44.6 Centimeters,32 Centimeters,36 Centimetres,1920 x 1200 pixel,,12.1 x 32 x 44.6 cm; 2.68 kg,1 Lithium Polymer batteries required. (included),,Intel,Intel Core i5,1.5 GHz,1,DDR4,64 GB,SSD,Headphones,Intel,Integrated,Shared,Integrated,"Bluetooth, Wi-Fi",Windows 11 Home,14 Hours,Yes,53.8 Watt Hours,3,Laptop,China,2 kg 680 g,B0D22L1L1X,"1.0
1 rating
1.0 out of 5 stars","#71,361 in Computers & Accessories (See Top 100 in Computers & Accessories)
#2,240 in Traditional Laptops",18-Apr-24,"Micro-Star International Co., Ltd. No. 88 East Qianjin Road, Kunshan City, Jiangsu, China","Micro-Star International Co., Ltd. No. 88 East Qianjin Road, Kunshan City, Jiangsu, China",12.1 x 32 x 44.6 Centimeters,1 Count,Laptop,16,,512 GB,,Intel Iris Xe Graphics,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(Refurbished) Lenovo ThinkPad T470 7th Gen Intel Core i5 Thin & Light FHD Laptop (16 GB DDR4 RAM/512 GB SSD/14"" (35.6 cm) FHD/Windows 11/WiFi/Bluetooth 4.1/Webcam/Integrated Graphics)","17,610",https://www.amazon.in/Lenovo-ThinkPad-Bluetooth-Integrated-Graphics/dp/B0BQRPZXB2/ref=sr_1_1178?dib=eyJ2IjoiMSJ9.8RLc4grCfO5d5TSBsUWzdnNDtfrRzBiefF6fG_zHC5f0oBJSCPZ1mMZQzE8m8MbsUZG6_s450HUHtDqgPfvxg_KL1KOghP5q7FPbc5euKO9xwW9s5YcX1ErZcELevOPcWSVdTcqPio2C6lwRvzB1p0l9UFeAcCGkO_HaQEKy6c5CQPALtn8kC-GV5ToDTJWo5UZ0GyljA17fkvCBd1p9mVCz96MFdSq5RU7ej_jhCVwbq9Vgh-UDshS87bHWMn71AKKHr-T9_WaUcepDUx-eJe9h1cU27lMI43mhfrCyCMiBEMs0Dy8I2v3WZ5RtpKocOSYB_rArjrbQzpqJiGMDpwiOIyGf3K-cJtc_D5JNdbs.dajqULntQMBVqqOzSI5ux4PNy_4PMxgS5jj18te9nT8&dib_tag=se&qid=1737661079&s=computers&sr=1-1178&xpid=aGsdZ06zmnQzo,24-01-2025 01:47,Lenovo,Lenovo,Lenovo ThinkPad-cr,,Laptop,,,14 Inches,1920 x 1080 pixel,1920 x 1080 Pixels,,1 Lithium Ion batteries required. (included),Lenovo-t470-nt-16-512-win11-cr,Intel,Intel Core i5,2.5 GHz,1,DDR4,16 GB,SSD,Headphones,Intel,Integrated,DDR4 SDRAM,Integrated,"Bluetooth, Wi-Fi",Windows 11,1.5 Hours,Yes,55 Watt Hours,3,"Laptop, Power Cord, Battery",,1 kg 610 g,B0BQRPZXB2,"3.4
29 ratings
3.4 out of 5 stars","#58,687 in Computers & Accessories (See Top 100 in Computers & Accessories)
#34 in Dhanteras with Renewed
#1,782 in Traditional Laptops",21-Dec-22,,,,1.00 count,,16 GB,DDR4 SDRAM,512 GB,Solid State,Intel HD Graphics 620,2 GB,51 x 31.4 x 7.8 cm; 1.61 kg,,,3,,,,No Optical Device,Integrated high quality speakers,,,Windows,,,50 Grams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lenovo IdeaPad Slim 3 Chromebook Mediatek Kompanio 520 14"" (35.56cm) FHD IPS 250 Nits Chromebook (8GB/128GB EMMC Storage/Chrome OS/HD 720p Camera/2Wx2 Stereo Speakers/Abyss Blue/1.3Kg), 82XJ002RHA","22,490",https://www.amazon.in/Lenovo-Chromebook-Mediatek-Kompanio-82XJ002RHA/dp/B0CWVMVL67/ref=sr_1_1179?dib=eyJ2IjoiMSJ9.8RLc4grCfO5d5TSBsUWzdnNDtfrRzBiefF6fG_zHC5f0oBJSCPZ1mMZQzE8m8MbsUZG6_s450HUHtDqgPfvxg_KL1KOghP5q7FPbc5euKO9xwW9s5YcX1ErZcELevOPcWSVdTcqPio2C6lwRvzB1p0l9UFeAcCGkO_HaQEKy6c5CQPALtn8kC-GV5ToDTJWo5UZ0GyljA17fkvCBd1p9mVCz96MFdSq5RU7ej_jhCVwbq9Vgh-UDshS87bHWMn71AKKHr-T9_WaUcepDUx-eJe9h1cU27lMI43mhfrCyCMiBEMs0Dy8I2v3WZ5RtpKocOSYB_rArjrbQzpqJiGMDpwiOIyGf3K-cJtc_D5JNdbs.dajqULntQMBVqqOzSI5ux4PNy_4PMxgS5jj18te9nT8&dib_tag=se&qid=1737661079&s=computers&sr=1-1179&xpid=aGsdZ06zmnQzo,24-01-2025 01:47,Lenovo,Lenovo,IP Slim 3 Chrome,Abyss Blue,Chromebook,,,14 Inches,1366 x 768 pixel,1366x768 Pixels,,1 Lithium Ion batteries required. (included),14M868,MediaTek,MediaTek MT8125,2.05 GHz,8,LPDDR4,8 GB,SSD,"Headphones, Speakers",ARM,Integrated,Shared,Integrated,Bluetooth,Windows 11 Home,6 Hours,Yes,47 Watt Hours,4,"User Guide, Adapter, Chromebook",China,1 kg 300 g,B0CWVMVL67,"4.1
4 ratings
4.1 out of 5 stars","#63,781 in Computers & Accessories (See Top 100 in Computers & Accessories)
#1,957 in Traditional Laptops",01-Mar-24,"One of the below: Hefei Bitland Information Technology Co.,Ltd - No.4088 Jiuxiu Road National Hefei economic & technology development area Hefei Anhui China LCFC（Hefei) Electronics Technology Co., Ltd. - NO.1-3188,YUNGU ROAD, HEFEI EXPORT PROCESSING ZONE. ANHUI PROVINCE,CHINA Tech-Com(Shanghai) Computer Co Ltd - No.6 Ln.58,San-Zhuang Rd., Songjiang EPZ ShangHai, China Wistron InfoComm (Kunshan) Co.Ltd - 168# First Avenue, Kunshan Export Processing Zone, Kunshan, Jiangsu, China Compal information technology (kunshan) CO., LTD. - Address: No. 58, the 1st street, Kunshan Export Processing Zone, Jiangsu, P.R.O.C. CHINA Kunshan Hichain storage Co. Ltd - No. 88 Xinxiang Road Avenue Kunshan CBZ Wujiang Hichain warehousing LTD - No.2088 Pangjin road, Wujiang economic development area, Jiangsu, China","Lenovo (India) Private Limited, RBD Icon, Level 2, Doddenakundi Village, Marathahalli Outer Ring Road, K. R. Puram Hobli, Bangalore 560037, Karnataka, India",,1 Piece,Chromebook,,DDR4 SDRAM,128 GB,PCIE x 4,Integrated ARM G52 MC2,,46.29 x 40.29 x 7.6 cm; 1.3 kg,,,2,,,,No Optical Drive,"User-facing stereo speakers, 2Stereo speakers, 2W x2, optimized with Waves MaxxAudioW x2, optimized with Dolby Audio",,,,,Bluetooth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(Refurbished) Acer Aspire Lite AMD Ryzen 5-5625U Premium Thin and Light Laptop (16 GB RAM/512 GB SSD/Windows 11 Home) AL15-41, 39.62 cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.59 KG","29,499",https://www.amazon.in/Refurbished-Acer-5-5625U-Premium-Windows/dp/B0DJST4VB2/ref=sr_1_1180?dib=eyJ2IjoiMSJ9.8RLc4grCfO5d5TSBsUWzdnNDtfrRzBiefF6fG_zHC5f0oBJSCPZ1mMZQzE8m8MbsUZG6_s450HUHtDqgPfvxg_KL1KOghP5q7FPbc5euKO9xwW9s5YcX1ErZcELevOPcWSVdTcqPio2C6lwRvzB1p0l9UFeAcCGkO_HaQEKy6c5CQPALtn8kC-GV5ToDTJWo5UZ0GyljA17fkvCBd1p9mVCz96MFdSq5RU7ej_jhCVwbq9Vgh-UDshS87bHWMn71AKKHr-T9_WaUcepDUx-eJe9h1cU27lMI43mhfrCyCMiBEMs0Dy8I2v3WZ5RtpKocOSYB_rArjrbQzpqJiGMDpwiOIyGf3K-cJtc_D5JNdbs.dajqULntQMBVqqOzSI5ux4PNy_4PMxgS5jj18te9nT8&dib_tag=se&qid=1737661079&s=computers&sr=1-1180&xpid=aGsdZ06zmnQzo,24-01-2025 01:47,Acer,Acer,Aspire Lite,Steel Gray,Laptop,,,15.6 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,,,AL15-41-cr,AMD,Ryzen 5,2.3 GHz,1,DDR4,16 GB,SSD,,AMD,Integrated,DDR4 SDRAM,,Wi-Fi,Windows 11 Home,,Yes,36 Watt Hours,3,"1U (contains Laptop 1N, Power cord 1N, Adapter 1N, User Manual 1N)",,1 kg 590 g,B0DJST4VB2,"1.0
1 rating
1.0 out of 5 stars","#73,744 in Computers & Accessories (See Top 100 in Computers & Accessories)
#2,333 in Traditional Laptops",10-Oct-24,,,,1 Count,Laptop,,DDR4 SDRAM,,Solid State,AMD Radeon Graphics,,49.5 x 33.1 x 11.4 cm; 1.59 kg,,2,,,240 Volts,45 Watts,,,,,,,Bluetooth,0.5 Grams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,
"HP 240 14 inch G9 Notebook PC/Intel® Core™ i5-1235U /14"" inch/Intel® Iris® Xᵉ Graphics/Narrow Bezel Anti-Glare/HD display/8GB RAM, 512GB SSD (8J0S5PA)","50,999",https://www.amazon.in/HP-Notebook-i5-1235U-Anti-Glare-8J0S5PA/dp/B0CG22529X/ref=sr_1_1181?dib=eyJ2IjoiMSJ9.8RLc4grCfO5d5TSBsUWzdnNDtfrRzBiefF6fG_zHC5f0oBJSCPZ1mMZQzE8m8MbsUZG6_s450HUHtDqgPfvxg_KL1KOghP5q7FPbc5euKO9xwW9s5YcX1ErZcELevOPcWSVdTcqPio2C6lwRvzB1p0l9UFeAcCGkO_HaQEKy6c5CQPALtn8kC-GV5ToDTJWo5UZ0GyljA17fkvCBd1p9mVCz96MFdSq5RU7ej_jhCVwbq9Vgh-UDshS87bHWMn71AKKHr-T9_WaUcepDUx-eJe9h1cU27lMI43mhfrCyCMiBEMs0Dy8I2v3WZ5RtpKocOSYB_rArjrbQzpqJiGMDpwiOIyGf3K-cJtc_D5JNdbs.dajqULntQMBVqqOzSI5ux4PNy_4PMxgS5jj18te9nT8&dib_tag=se&qid=1737661079&s=computers&sr=1-1181&xpid=aGsdZ06zmnQzo,24-01-2025 01:47,HP,HP India Sales Pvt. Ltd,HP 240 (14) 35.56 cm G9 Notebook PC,Black,laptop,,,35.56 Centimetres,1366 x 768,1366 x 768 Pixels,,3 Lithium Ion batteries required. (included),8J0S5PA,Intel,Core i5,4.4 GHz,1,DDR4,512 GB,SSD,Headphones,Intel,Integrated,DDR4 SDRAM,Integrated,Wi-Fi,DOS,,Yes,41 Watt Hours,3,"Battery, User Manual",,1 kg 470 g,B0CG22529X,,"#75,814 in Computers & Accessories (See Top 100 in Computers & Accessories)
#2,415 in Traditional Laptops",18-Aug-23,HP India Sales Pvt. Ltd.,HP India Sales Pvt. Ltd.,,1 Pack,Laptop,8 GB,,512 GB,,Intel Iris Plus,,44.9 x 30.5 x 6.9 cm; 1.47 kg,,1,3,,240 Volts,,DVD,,,ac,PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dell Alienware x14 R2 Gaming Laptop, Intel Core i7-13620H/32GB/1TB SSD/NVIDIA RTX 4060 8GB GDDR6/14'' (35.56Cms) QHD+ 165Hz, 3ms, 300nits/Win 11+MSO'21+McAfee 15 Month/Lunar Silver/2.08Kgs","2,18,990",https://www.amazon.in/Dell-Alienware-x14-R2-i7-13620H/dp/B0C4ZP6QX5/ref=sr_1_1182?dib=eyJ2IjoiMSJ9.8RLc4grCfO5d5TSBsUWzdnNDtfrRzBiefF6fG_zHC5f0oBJSCPZ1mMZQzE8m8MbsUZG6_s450HUHtDqgPfvxg_KL1KOghP5q7FPbc5euKO9xwW9s5YcX1ErZcELevOPcWSVdTcqPio2C6lwRvzB1p0l9UFeAcCGkO_HaQEKy6c5CQPALtn8kC-GV5ToDTJWo5UZ0GyljA17fkvCBd1p9mVCz96MFdSq5RU7ej_jhCVwbq9Vgh-UDshS87bHWMn71AKKHr-T9_WaUcepDUx-eJe9h1cU27lMI43mhfrCyCMiBEMs0Dy8I2v3WZ5RtpKocOSYB_rArjrbQzpqJiGMDpwiOIyGf3K-cJtc_D5JNdbs.dajqULntQMBVqqOzSI5ux4PNy_4PMxgS5jj18te9nT8&dib_tag=se&qid=1737661079&s=computers&sr=1-1182&xpid=aGsdZ06zmnQzo,24-01-2025 01:47,Dell,Dell India Pvt Ltd,Alienware,Lunar Silver,Laptop,39.5 Centimeters,11.3 Centimeters,14 Inches,2560 x 1440 pixel,,39.5 x 11.3 x 39.5 cm; 2.08 kg,1 Lithium Ion batteries required. (included),Alienware x14 R2,Intel,Core i7,3.6 GHz,1,Lpddr 5,32 GB,SSD,,NVIDIA,Dedicated,GDDR6,PCI Express,"Bluetooth, Wi-Fi",Windows 11 Home,,Yes,80 Watt Hours,1,"Laptop, Battery, AC Adapter, User Guide, Manuals",China,2 kg 80 g,B0C4ZP6QX5,"3.9
4 ratings
3.9 out of 5 stars","#69,339 in Computers & Accessories (See Top 100 in Computers & Accessories)
#2,169 in Traditional Laptops",11-May-23,Dell India Pvt Ltd,Dell India Pvt Ltd,39.5 x 11.3 x 39.5 Centimeters,1 Count,Laptop,32 GB,,1 TB,,,8 GB,,1600 MHz,,2,,240 Volts,15 Watts,No Optical Storage Device,,,Battery Powered,,,Bluetooth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lenovo V14 Intel Core i5 11th Gen 14"" (35.56cm) FHD Thin and Light Laptop (8GB RAM/512GB SSD/Windows 10/MS Office/Iron Grey/1.60 kg), 82KAA01QIH","36,990",https://www.amazon.in/Lenovo-35-56cm-Laptop-Windows-82KAA01QIH/dp/B09GB3Y7ZV/ref=sr_1_1183?dib=eyJ2IjoiMSJ9.8RLc4grCfO5d5TSBsUWzdnNDtfrRzBiefF6fG_zHC5f0oBJSCPZ1mMZQzE8m8MbsUZG6_s450HUHtDqgPfvxg_KL1KOghP5q7FPbc5euKO9xwW9s5YcX1ErZcELevOPcWSVdTcqPio2C6lwRvzB1p0l9UFeAcCGkO_HaQEKy6c5CQPALtn8kC-GV5ToDTJWo5UZ0GyljA17fkvCBd1p9mVCz96MFdSq5RU7ej_jhCVwbq9Vgh-UDshS87bHWMn71AKKHr-T9_WaUcepDUx-eJe9h1cU27lMI43mhfrCyCMiBEMs0Dy8I2v3WZ5RtpKocOSYB_rArjrbQzpqJiGMDpwiOIyGf3K-cJtc_D5JNdbs.dajqULntQMBVqqOzSI5ux4PNy_4PMxgS5jj18te9nT8&dib_tag=se&qid=1737661079&s=computers&sr=1-1183&xpid=aGsdZ06zmnQzo,24-01-2025 01:47,Lenovo,Lenovo,Lenovo V14,Iron Grey,laptop,20 Millimeters,21.5 Centimeters,14 Inches,,,32.4 x 21.5 x 2 cm; 1.6 kg,1 Lithium Polymer batteries required. (included),lenovo v14,Intel,Core i5,3 GHz,1,DDR4,16 GB,SSD,Headphones,Intel,Integrated,Shared,Integrated,Wi-Fi,Windows 10 Home,6 Hours,Yes,38 Watt Hours,2,"Laptop, User manual, Adapter,,,,,,,,,,,,,,,,,,,",China,1 kg 600 g,B09GB3Y7ZV,,"#74,379 in Computers & Accessories (See Top 100 in Computers & Accessories)
#2,357 in Traditional Laptops",15-Sep-21,"Lenovo (India) Private Limited, R.S. NO. 19/1A & 2A, Edayarpalayam Village, ECR Road, Thavalakuppam, Pondicherry 605 007, India","Lenovo India,Ferns Icon, Level 2, Outer Ring Rd, Doddanekundi, Mahadevapura,Bengaluru",32.4 x 21.5 x 2 Centimeters,1 Count,Laptop,8 GB,DDR4 SDRAM,512 GB,USB 3.0,,8 GB,,3200 MHz,1,,1,,,Not Available,,,Battery Powered,,,2.4 GHz Radio Frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 Hour,,,,,,,,,,,,,,,,,,,,,,,,,
"(Refurbished) Lenovo ThinkPad E14 AMD Ryzen 5 7530U 14"" (35.56 cm) WUXGA IPS 300 Nits Thin and Light Laptop (16GB RAM/512GB SSD/Win 11/Office 2021/AMD Radeon Graphics/Backlit Keyboard/FPR/Black/1.41 kg), 21JRS00U00","44,191",https://www.amazon.in/Refurbished-Lenovo-ThinkPad-Graphics-21JRS00U00/dp/B0DB1YHXVW/ref=sr_1_1184?dib=eyJ2IjoiMSJ9.8RLc4grCfO5d5TSBsUWzdnNDtfrRzBiefF6fG_zHC5f0oBJSCPZ1mMZQzE8m8MbsUZG6_s450HUHtDqgPfvxg_KL1KOghP5q7FPbc5euKO9xwW9s5YcX1ErZcELevOPcWSVdTcqPio2C6lwRvzB1p0l9UFeAcCGkO_HaQEKy6c5CQPALtn8kC-GV5ToDTJWo5UZ0GyljA17fkvCBd1p9mVCz96MFdSq5RU7ej_jhCVwbq9Vgh-UDshS87bHWMn71AKKHr-T9_WaUcepDUx-eJe9h1cU27lMI43mhfrCyCMiBEMs0Dy8I2v3WZ5RtpKocOSYB_rArjrbQzpqJiGMDpwiOIyGf3K-cJtc_D5JNdbs.dajqULntQMBVqqOzSI5ux4PNy_4PMxgS5jj18te9nT8&dib_tag=se&qid=1737661079&s=computers&sr=1-1184&xpid=aGsdZ06zmnQzo,24-01-2025 01:47,Lenovo,Lenovo,E14 Gen 5 AMD,Black,Laptop,,,14 Inches,1920 x 1080 pixel,1920X1200 Pixels,,,E 15 Amd Zen 5-cr,AMD,Ryzen 5,2 GHz,1,DDR4,40 GB,SSD,Speakers,AMD,Integrated,Shared,,Wi-Fi,Windows 11 Home,12 Hours,Yes,47 Watt Hours,3,"Laptop, User manual, Adapter",,1 kg 410 g,B0DB1YHXVW,,"#72,774 in Computers & Accessories (See Top 100 in Computers & Accessories)
#2,291 in Traditional Laptops",24-Jul-24,,,,1 Case,Laptop,16 GB,DDR4 SDRAM,512 GB,Solid State,AMD Radeon Graphics,,44.7 x 31.7 x 8.2 cm; 1.41 kg,,,,1,230 Volts,65 Watts,,Integrated Speakers,,Battery Powered,PC,,Bluetooth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MSI Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C12M-440IN Thin and Light Laptop (14 Inch, Urban Silver, 1.4 Kg)","39,250",https://www.amazon.in/MSI-Core-12th-Gen-1235U/dp/B0CJM9SMD1/ref=sr_1_1185?dib=eyJ2IjoiMSJ9.8RLc4grCfO5d5TSBsUWzdnNDtfrRzBiefF6fG_zHC5f0oBJSCPZ1mMZQzE8m8MbsUZG6_s450HUHtDqgPfvxg_KL1KOghP5q7FPbc5euKO9xwW9s5YcX1ErZcELevOPcWSVdTcqPio2C6lwRvzB1p0l9UFeAcCGkO_HaQEKy6c5CQPALtn8kC-GV5ToDTJWo5UZ0GyljA17fkvCBd1p9mVCz96MFdSq5RU7ej_jhCVwbq9Vgh-UDshS87bHWMn71AKKHr-T9_WaUcepDUx-eJe9h1cU27lMI43mhfrCyCMiBEMs0Dy8I2v3WZ5RtpKocOSYB_rArjrbQzpqJiGMDpwiOIyGf3K-cJtc_D5JNdbs.dajqULntQMBVqqOzSI5ux4PNy_4PMxgS5jj18te9nT8&dib_tag=se&qid=1737661079&s=computers&sr=1-1185&xpid=aGsdZ06zmnQzo,24-01-2025 01:47,MSI,,Modern 14 C12M-440IN,grey,Laptop,,,14 Inches,1920 x 1080 pixels,1080p full hd,,,Modern 14 C12M-440IN,Intel,Core i5-1235U,4.4 GHz,10,DDR4,8 GB,SSD,Speakers,Intel,Integrated,Shared,Integrated,Wi-Fi,Windows 11,,,,,"LAPTOP, POWER ADAPTER, USER GUIDE",China,1 kg 500 g,B0CJM9SMD1,"3.7
3 ratings
3.7 out of 5 stars","#69,015 in Computers & Accessories (See Top 100 in Computers & Accessories)
#2,157 in Traditional Laptops",22-Sep-23,MICRO STAR INTERNATIONAL CO LTD,MICRO STAR INTERNATIONAL CO LTD,,1.0 count,Business Laptop,8 GB,,0.1 GB,Solid State,Intel Integrated Iris Xe,,43 x 28.6 x 7.6 cm; 1.5 kg,4.4 GHz,2,2,1,11 Volts,,,Built-in Speakers,,,PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP 247 G8 Notebook PC/14 inch(35.6 cm) HD Display/Anti-Glare/AMD Ryzen 5 3500U/8GB RAM/512GB SSD/MSO/AMD Radeon Vega 8 Graphics/Windows 11,"42,250",https://www.amazon.in/HP-Notebook-Micro-Edge-Anti-Glare-Graphics/dp/B0BWY1JXPT/ref=sr_1_1186?dib=eyJ2IjoiMSJ9.8RLc4grCfO5d5TSBsUWzdnNDtfrRzBiefF6fG_zHC5f0oBJSCPZ1mMZQzE8m8MbsUZG6_s450HUHtDqgPfvxg_KL1KOghP5q7FPbc5euKO9xwW9s5YcX1ErZcELevOPcWSVdTcqPio2C6lwRvzB1p0l9UFeAcCGkO_HaQEKy6c5CQPALtn8kC-GV5ToDTJWo5UZ0GyljA17fkvCBd1p9mVCz96MFdSq5RU7ej_jhCVwbq9Vgh-UDshS87bHWMn71AKKHr-T9_WaUcepDUx-eJe9h1cU27lMI43mhfrCyCMiBEMs0Dy8I2v3WZ5RtpKocOSYB_rArjrbQzpqJiGMDpwiOIyGf3K-cJtc_D5JNdbs.dajqULntQMBVqqOzSI5ux4PNy_4PMxgS5jj18te9nT8&dib_tag=se&qid=1737661079&s=computers&sr=1-1186&xpid=aGsdZ06zmnQzo,24-01-2025 01:47,HP,HP,HP ZHAN 99 Mobile Workstation G4,Natural Silver,Netbook,8.05 Inches,0.71 Inches,15.6 Inches,1366 x 768,1366 x 768 Pixels,35.84 x 1.8 x 20.45 cm; 1.86 kg,1 Lithium Polymer batteries required. (included),HP Laptop,AMD,Ryzen 5,3.7 GHz,8,DDR4,8 GB,SSD,"Headphones, Speakers",AMD,Integrated,WRAM,Integrated,"Bluetooth, Wi-Fi",Windows 11 Home,4 Hours,Yes,41 Watt Hours,3,"Laptop, charger",China,1 kg 860 g,B0BWY1JXPT,"3.7
35 ratings
3.7 out of 5 stars","#66,463 in Computers & Accessories (See Top 100 in Computers & Accessories)
#2,056 in Traditional Laptops",27-Feb-23,HP India Sales Pvt. Ltd.,HP India Sales Pvt. Ltd.,35.8 x 1.8 x 20.4 Centimeters,1 Count,Mobile Workstation,8 GB,DDR4 SDRAM,512 GB,,AMD Radeon Vega 8,,,2400 MHz,,2,1,,,,"Stereo speakers, integrated digital microphone",,,PC,5400 RPM,802.11a/b/g/n/ac,,720 Pixels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
